"spo","pval","gene","funct","NCBI","padj"
"SPO1999",0.7124,"SPO1999","Collagen domain protein","SPO_RS23090",1
"SPO2000",0.441,"SPO2000","endoribonuclease L-PSP family protein","SPO_RS10150",1
"SPO2001",0.7538,"SPO2001","oxidoreductase, FAD-binding protein","SPO_RS10155",1
"SPO2002",1.0232,"SPO2002","acetylpolyamine aminohydrolase","SPO_RS10160",1
"SPO2003",0.0588,"SPO2003","acetyltransferase, GNAT family","SPO_RS10165",0.387765
"SPO2004",0.9,"SPO2004","hypothetical protein","SPO_RS10170",1
"SPO2005",0,"SPO2005","aminotransferase, class III","SPO_RS10175",0
"SPO2006",0.5856,"SPO2006","spermidine/putrescine ABC transporter, ATP-binding protein","SPO_RS10180",1
"SPO2007",0.4818,"SPO2007","spermidine/putrescine ABC transporter, periplasmic substrate-binding protein","SPO_RS10185",1
"SPO2008",0,"SPO2008","spermidine/putrescine ABC transporter, permease protein","SPO_RS10190",0
"SPO2009",0.8862,"SPO2009","spermidine/putrescine ABC transporter, permease protein","SPO_RS10195",1
"SPO2010",0.9472,"SPO2010","transcriptional regulator, LysR family","SPO_RS10200",1
"SPO2013",0.115,"SPO2013","hypothetical protein","SPO_RS10215",0.613721098265896
"SPO2015",0.4298,"SPO2015","hypothetical protein","SPO_RS10225",1
"SPO2016",0.089,"SPO2016","hypothetical protein","SPO_RS10230",0.514361502347418
"SPO2019",NA,"SPO2019","exoV domain protein","SPO_RS10245",NA
"SPO2021",1.1528,"SPO2021","hypothetical protein","SPO_RS10255",1
"SPO2023",0.5564,"sufB","FeS assembly protein SufB","SPO_RS10265",1
"SPO2024",1.4256,"SPO2024","Aminotransferase","SPO_RS10270",1
"SPO2025",0,"SPO2025","iron-sulfur cluster assembly transcription factor IscR, putative","SPO_RS10275",0
"SPO2028",0.9942,"SPO2028","HD domain protein","SPO_RS10290",1
"SPO2029",0.029,"SPO2029","glutamine amidotransferases class-II domain protein","SPO_RS10295",0.222776113360324
"SPO2030",0.6282,"SPO2030","multidrug resistance efflux protein, SMR family","SPO_RS10300",1
"SPO2031",0.4922,"typA","GTP-binding protein TypA","SPO_RS10305",1
"SPO2032",0.2016,"SPO2032","hypothetical protein","SPO_RS10310",0.833610067114094
"SPO2034",0.232,"recA","RecA","SPO_RS10320",0.893690644490645
"SPO2035",0.8194,"SPO2035","hypothetical protein","SPO_RS10325",1
"SPO2036",0,"cckA","sensory box sensor histidine kinase/response regulator","SPO_RS10330",0
"SPO2037",0,"SPO2037","NOL1/NOP2/sun family protein","SPO_RS10335",0
"SPO2038",1.342,"SPO2038","metallo-beta-lactamase family protein","SPO_RS10340",1
"SPO2039",0.8294,"guaB","inosine-5'-monophosphate dehydrogenase","SPO_RS10345",1
"SPO2040",1.0072,"SPO2040","CaiB/BaiF family protein","SPO_RS10350",1
"SPO2041",0.0266,"SPO2041","B12 reduction/reactivation protein","SPO_RS10355",0.222776113360324
"SPO2042",0.9984,"SPO2042","methyltransferase, UbiE/COQ5 family","SPO_RS10360",1
"SPO2044",0.4458,"SPO2044","lipoprotein, putative","SPO_RS10370",1
"SPO2045",1.1358,"dmdB2","3-methylmercaptopropionyl-CoA ligase","SPO_RS10375",1
"SPO2046",0.4198,"pgi","glucose-6-phosphate isomerase","SPO_RS10380",1
"SPO2047",0.175,"pgl","6-phosphogluconolactonase","SPO_RS10385",0.773982035928144
"SPO2048",0.2766,"zwf-1","glucose-6-phosphate 1-dehydrogenase","SPO_RS10390",0.96382331838565
"SPO2049",0.139,"SPO2049","radical SAM domain protein","SPO_RS10395",0.685349799732977
"SPO2050",0.5184,"SPO2050","Usg, putative","SPO_RS10400",1
"SPO2052",1.0058,"SPO2052","hypothetical protein","SPO_RS10410",1
"SPO2053",0,"SPO2053","thermostable carboxypeptidase","SPO_RS10415",0
"SPO2055",0.3486,"SPO2055","RNA methyltransferase, TrmH family, group 1","SPO_RS10425",1
"SPO2056",NA,"SPO2056","thiamine-phosphate pyrophosphorylase, putative","SPO_RS10430",NA
"SPO2057",0.9826,"SPO2057","hypothetical protein","SPO_RS10435",1
"SPO2058",0.7214,"SPO2058","hypothetical protein","SPO_RS10440",1
"SPO2059",0.6484,"SPO2059","glutathione S-transferase family protein","SPO_RS10445",1
"SPO2060",1.003,"SPO2060","kinase, pfkB family","SPO_RS10450",1
"SPO2061",0.6262,"SPO2061","indigoidine synthase A family protein","SPO_RS10455",1
"SPO2062",0,"SPO2062","hypothetical protein","SPO_RS10460",0
"SPO2063",0.0614,"SPO2063","acetyltransferase, GNAT family","SPO_RS10465",0.397807368421053
"SPO2064",1.0022,"SPO2064","phospholipase, patatin-like family","SPO_RS10470",1
"SPO2065",0.8326,"bdh-1","D-beta-hydroxybutyrate dehydrogenase","SPO_RS10475",1
"SPO2066",0.3896,"SPO2066","ABC transporter, periplasmic substrate-binding protein","SPO_RS10480",1
"SPO2067",0.2576,"SPO2067","hypothetical protein","SPO_RS10485",0.947541246290801
"SPO2068",0.7006,"SPO2068","DNA-binding protein, putative","SPO_RS10490",1
"SPO2069",1.0036,"SPO2069","benzoate-coenzyme A ligase, putative","SPO_RS10495",1
"SPO2070",1.0012,"SPO2070","DSBA-like thioredoxin family protein","SPO_RS10500",1
"SPO2071",0.9852,"SPO2071","drug resistance transporter, Bcr/CflA subfamily","SPO_RS10505",1
"SPO2072",0.7244,"SPO2072","TPR domain protein","SPO_RS10510",1
"SPO2073",1.0202,"SPO2073","hypothetical protein","SPO_RS10515",1
"SPO2074",1.0104,"mfd","transcription-repair coupling factor","SPO_RS10520",1
"SPO2075",0,"SPO2075","hypothetical protein","SPO_RS10525",0
"SPO2077",0.0288,"SPO2077","twin-arginine translocation pathway signal sequence domain protein, putative","SPO_RS10535",0.222776113360324
"SPO2078",NA,"SPO2078","penicillin amidase family protein","SPO_RS10540",NA
"SPO2079",1.0086,"SPO2079","Na(+)/H(+) antiporter-like protein","SPO_RS10545",1
"SPO2080",1.0096,"hflX","GTP-binding protein HflX","SPO_RS10550",1
"SPO2081",0.4012,"hfq","RNA-binding protein Hfq","SPO_RS10555",1
"SPO2082",0.2752,"trkH-2","Trk system potassium uptake protein TrkH","SPO_RS10560",0.96382331838565
"SPO2084",0.649,"SPO2084","hypothetical protein","SPO_RS10570",1
"SPO2086",0.637,"ntrY","nitrogen regulation protein ntrY","SPO_RS10580",1
"SPO2087",0.255,"ntrC","nitrogen regulation protein NtrC","SPO_RS10585",0.947541246290801
"SPO2088",0.2568,"ntrB","nitrogen regulation protein NtrB","SPO_RS10590",0.947541246290801
"SPO2089",0.3134,"nifR3","tRNA-dihydrouridine synthase B","SPO_RS10595",0.997713327601032
"SPO2091",0.4994,"SPO2091","phosphatidylglycerophosphatase, putative","SPO_RS10605",1
"SPO2092",1.01,"SPO2092","competence/damage-inducible protein CinA domain protein","SPO_RS10610",1
"SPO2093",0.8086,"amt-1","ammonium transporter","SPO_RS10615",1
"SPO2094",0,"SPO2094","actC domain protein","SPO_RS10620",0
"SPO2095",0.3684,"SPO2095","MmgE/PrpD family protein","SPO_RS10625",1
"SPO2096",2,"SPO2096","aromatic-rich family protein","SPO_RS10630",1
"SPO2097",1.0072,"hpt","hypoxanthine phosphoribosyltransferase","SPO_RS10635",1
"SPO2098",0.988,"SPO2098","transcriptional regulator, LysR family","SPO_RS10640",1
"SPO2099",0.4338,"cycF","cytochrome c-554","SPO_RS10645",1
"SPO2100",0.4508,"cycG","diheme cytochrome c-type","SPO_RS10650",1
"SPO2101",0.245,"SPO2101","amidohydrolase family protein","SPO_RS10655",0.927984615384615
"SPO2103",0.9824,"SPO2103","antioxidant, AhpC/Tsa family","SPO_RS10665",1
"SPO2104",0.7128,"SPO2104","hypothetical protein","SPO_RS10670",1
"SPO2105",0.5052,"SPO2105","transcriptional regulator, LysR family","SPO_RS10675",1
"SPO2106",0.8586,"SPO2106","hypothetical protein","SPO_RS10680",1
"SPO2107",0.196,"SPO2107","hypothetical protein","SPO_RS10685",0.829057752808989
"SPO2108",1.5582,"SPO2108","trimethylamine methyltransferase family protein","SPO_RS10690",1
"SPO2110",0.313,"SPO2110","hypothetical protein","SPO_RS10700",0.997713327601032
"SPO2111",0.9424,"SPO2111","outer membrane transporter, OMPP1/FadL/TodX family","SPO_RS10705",1
"SPO2112",0.4936,"SPO2112","transmembrane drug/metabolite transporter family protein","SPO_RS10710",1
"SPO2116",0.4022,"SPO2116","DedA family protein","SPO_RS10730",1
"SPO2117",0.4492,"SPO2117","disulfide bond formation protein, DsbB family","SPO_RS10735",1
"SPO2118",0.9912,"SPO2118","transcriptional regulator, AsnC family","SPO_RS10740",1
"SPO2119",0.1374,"rocF","arginase","SPO_RS10745",0.684919784656797
"SPO2120",0.9898,"SPO2120","amidinotransferase family protein","SPO_RS10750",1
"SPO2121",0.4354,"arcB","ornithine cyclodeaminase","SPO_RS10755",1
"SPO2122",0.492,"phnA","alkylphosphonate utilization operon protein PhnA","SPO_RS10760",1
"SPO2123",1.0006,"SPO2123","HNH endonuclease family protein","SPO_RS10765",1
"SPO2124",0.1136,"SPO2124","RNA pseudouridylate synthase","SPO_RS10770",0.613721098265896
"SPO2125",0.5958,"SPO2125","acetyltransferase, GNAT family","SPO_RS10775",1
"SPO2127",0.8912,"SPO2127","DNA-3-methyladenine glycosylase II, putative","SPO_RS10785",1
"SPO2128",0.6532,"SPO2128","transporter, putative","SPO_RS10790",1
"SPO2129",0.2428,"SPO2129","hypothetical protein","SPO_RS10795",0.921542034943474
"SPO2130",1.0018,"SPO2130","2-isopropylmalate synthase/homocitrate synthase family protein","SPO_RS10800",1
"SPO2132",1.012,"aspC-3","aspartate aminotransferase","SPO_RS10810",1
"SPO2133",0,"SPO2133","outer membrane protein, putative","SPO_RS10815",0
"SPO2134",0.6446,"SPO2134","trimethylamine methyltransferase family protein","SPO_RS10820",1
"SPO2135",0.6756,"SPO2135","hypothetical protein","SPO_RS10825",1
"SPO2136",0.321,"nrdJ","ribonucleoside-diphosphate reductase, adenosylcobalamin-dependent","SPO_RS10830",1
"SPO2137",0.1812,"SPO2137","lipoprotein, putative","",0.786335605170388
"SPO2139",0.8132,"SPO2139","hypothetical protein","SPO_RS10845",1
"SPO2140",0.1146,"SPO2140","cold shock DNA-binding domain protein","SPO_RS10850",0.613721098265896
"SPO2142",0.3614,"fabI-2","enoyl-(acyl-carrier-protein) reductase","SPO_RS10860",1
"SPO2143",0.4504,"gpt","xanthine-guanine phosphoribosyltransferase","SPO_RS10865",1
"SPO2144",0,"SPO2144","aminotransferase, classes I and II","SPO_RS10870",0
"SPO2145",0.146,"SPO2145","hypothetical protein","SPO_RS10875",0.686768421052632
"SPO2146",0.3658,"trpE","anthranilate synthase component I","SPO_RS10880",1
"SPO2147",0,"SPO2147","hypothetical protein","SPO_RS22205",0
"SPO2148",1.0028,"SPO2148","hypothetical protein","SPO_RS10890",1
"SPO2149",2,"trpG","anthranilate synthase component II","SPO_RS10895",1
"SPO2150",1.0158,"trpD","anthranilate phosphoribosyltransferase","SPO_RS10900",1
"SPO2151",0.9958,"trpC","indole-3-glycerol phosphate synthase","SPO_RS10905",1
"SPO2152",0.722,"moaC","molybdenum cofactor biosynthesis protein C","SPO_RS10910",1
"SPO2153",0.8722,"moaA","molybdenum cofactor biosynthesis protein A","SPO_RS10915",1
"SPO2155",0.738,"SPO2155","competence protein","SPO_RS10925",1
"SPO2156",NA,"gltX-2","glutamyl-tRNA synthetase","SPO_RS10930",NA
"SPO2157",0.5634,"gltA","citrate synthase I","SPO_RS10935",1
"SPO2158",1.0936,"SPO2158","hypothetical protein","SPO_RS22210",1
"SPO2159",1.001,"SPO2159","radical SAM domain protein","SPO_RS10945",1
"SPO2160",2,"SPO2160","B12 cap/binding component of split MetH","SPO_RS10950",1
"SPO2161",0,"SPO2161","hypothetical protein","SPO_RS10955",0
"SPO2162",NA,"SPO2162","B12 reduction/reactivation protein","SPO_RS10960",NA
"SPO2163",0.9082,"SPO2163","hypothetical protein","SPO_RS10965",1
"SPO2164",0.1474,"SPO2164","hypothetical protein","SPO_RS10970",0.686768421052632
"SPO2166",1.0118,"SPO2166","lipoprotein, putative","SPO_RS10980",1
"SPO2167",0.7336,"rnd","ribonuclease D","SPO_RS10985",1
"SPO2168",0.0826,"purN","phosphoribosylglycinamide formyltransferase","SPO_RS10990",0.514361502347418
"SPO2169",0.5806,"purM","phosphoribosylformylglycinamidine cyclo-ligase","SPO_RS10995",1
"SPO2170",0,"SPO2170","metallo-beta-lactamase family protein","SPO_RS11000",0
"SPO2171",1.0076,"SPO2171","transcriptional regulator, LysR family","SPO_RS11005",1
"SPO2173",0,"SPO2173","sensor histidine kinase","SPO_RS11015",0
"SPO2174",0.9026,"SPO2174","metallo-beta-lactamase family protein","SPO_RS11020",1
"SPO2176",0.1218,"SPO2176","hypothetical protein","SPO_RS11030",0.622140248962656
"SPO2177",0.0304,"acuC","acetoin utilization protein AcuC","SPO_RS11035",0.22363984063745
"SPO2178",0.5128,"SPO2178","cardiolipin synthase","SPO_RS11040",1
"SPO2180",0.1728,"SPO2180","hypothetical protein","SPO_RS11050",0.769708303249097
"SPO2182",0.4548,"SPO2182","permease, putative","SPO_RS11060",1
"SPO2183",0.0258,"SPO2183","hypothetical protein","SPO_RS11065",0.222776113360324
"SPO2184",0.7318,"SPO2184","hypothetical protein","SPO_RS22215",1
"SPO2185",0.3958,"uspA","universal stress protein","SPO_RS11075",1
"SPO2186",1.0108,"SPO2186","TRAP transporter, 4TM/12TM fusion protein","SPO_RS11080",1
"SPO2187",0.1192,"SPO2187","TRAP transporter solute receptor, TAXI family","SPO_RS11085",0.615672167832168
"SPO2188",0.7282,"SPO2188","acetyltransferase, GNAT family","SPO_RS11090",1
"SPO2189",0.4214,"SPO2189","transcriptional regulator, AsnC family","SPO_RS11095",1
"SPO2190",NA,"hutC","histidine utilization repressor","SPO_RS11100",NA
"SPO2191",0.7444,"hutI","imidazolonepropionase","SPO_RS11105",1
"SPO2192",1.043,"hutH","histidine ammonia-lyase","SPO_RS11110",1
"SPO2192a",0.5858,"hutG","N-formylglutamate amidohydrolase","SPO_RS11115",1
"SPO2193",0.9972,"hutU","urocanate hydratase","SPO_RS11120",1
"SPO2194",0.7492,"hutF","formiminoglutamate deiminase","SPO_RS11125",1
"SPO2195",0.2894,"SPO2195","amidohydrolase family protein","SPO_RS11130",0.96382331838565
"SPO2196",0.4322,"SPO2196","diaminopropionate ammonia-lyase","SPO_RS11135",1
"SPO2197",0,"SPO2197","hypothetical protein","SPO_RS11140",0
"SPO2198",0.115,"gap-3","glyceraldehyde-3-phosphate dehydrogenase, type I","SPO_RS11145",0.613721098265896
"SPO2201",0,"SPO2201","CBS domain protein","SPO_RS11160",0
"SPO2202",0.3806,"SPO2202","transcriptional regulator, LysR family","SPO_RS11165",1
"SPO2203",0.031,"mmsA","methylmalonate-semialdehyde dehydrogenase","SPO_RS11170",0.224037181996086
"SPO2204",0,"SPO2204","hypothetical protein","",0
"SPO2205",0.0878,"SPO2205","ErfK/YbiS/YcfS/YnhG family protein","SPO_RS11180",0.514361502347418
"SPO2206",1.018,"SPO2206","hypothetical protein","SPO_RS11185",1
"SPO2207",0.8918,"SPO2207","hypothetical protein","SPO_RS11190",1
"SPO2208",0.2844,"SPO2208","hypothetical protein","SPO_RS11195",0.96382331838565
"SPO2209",0.9998,"SPO2209","glutamate--cysteine ligase family protein","SPO_RS11200",1
"SPO2210",0,"SPO2210","BNR/Asp-box repeat domain protein","SPO_RS11205",0
"SPO2211",0.9896,"SPO2211","acyl-CoA dehydrogenase","SPO_RS11210",1
"SPO2212",1.009,"SPO2212","enoyl-CoA hydratase/isomerase family protein","SPO_RS11215",1
"SPO2213",0.0288,"mmsB-1","3-hydroxyisobutyrate dehydrogenase","SPO_RS11220",0.222776113360324
"SPO2213a",0.7372,"SPO2213a","hypothetical protein","SPO_RS11225",1
"SPO2214",0.8846,"betC-2","possible sulfatase for choline or related compound","SPO_RS11230",1
"SPO2215",0.688,"SPO2215","glyoxalase family protein","SPO_RS11235",1
"SPO2216",NA,"SPO2216","DNA-binding protein, putative","SPO_RS11240",NA
"SPO2218",0,"uvrA","UvrABC system protein A","SPO_RS11250",0
"SPO2219",0.8316,"SPO2219","rhodanese-like domain protein","SPO_RS11255",1
"SPO2220",0.7784,"SPO2220","hypothetical protein","SPO_RS11260",1
"SPO2221",0.8236,"SPO2221","von Willebrand factor type A domain protein","",1
"SPO2222",0.2988,"SPO2222","pyruvate dehydrogenase complex, E3 component, lipoamide dehydrogenase, putative","SPO_RS11270",0.978252127659574
"SPO2223",0.4258,"SPO2223","hypothetical protein","SPO_RS11275",1
"SPO2224",0,"SPO2224","hypothetical protein","SPO_RS11280",0
"SPO2225",0.7812,"SPO2225","hypothetical protein","SPO_RS11285",1
"SPO2226",0.9924,"SPO2226","S-adenosylmethionine:tRNA ribosyltransferase-isomerase","SPO_RS11290",1
"SPO2227",0.2906,"SPO2227","hypothetical protein","SPO_RS11295",0.96382331838565
"SPO2228",0.2812,"SPO2228","AhpC/TSA family protein","SPO_RS11300",0.96382331838565
"SPO2229",0.1092,"SPO2229","hypothetical protein","SPO_RS11305",0.610099243570348
"SPO2230",0.447,"SPO2230","peptidase, M23/M37 family","SPO_RS11310",1
"SPO2231",0.6134,"SPO2231","hypothetical protein","SPO_RS11315",1
"SPO2232",0.3138,"SPO2232","hypothetical protein","SPO_RS11320",0.997713327601032
"SPO2233",0.2022,"SPO2233","peptidyl-prolyl cis-trans isomerase, cyclophilin-type","SPO_RS11325",0.833797333333333
"SPO2234",0.5488,"SPO2234","peptidyl-prolyl cis-trans isomerase, cyclophilin-type","SPO_RS11330",1
"SPO2235",0.7572,"pgk","phosphoglycerate kinase","SPO_RS11335",1
"SPO2237",0.2666,"SPO2237","hypothetical protein","SPO_RS11340",0.957737159533074
"SPO2238",0.4158,"SPO2238","transcriptional regulator, LysR family","SPO_RS11345",1
"SPO2240",0.9878,"pdhA","pyruvate dehydrogenase complex, E1 component, alpha subunit","SPO_RS11355",1
"SPO2241",0.3102,"pdhB","pyruvate dehydrogenase complex, E1 component, beta subunit","SPO_RS11360",0.995281146828844
"SPO2242",0,"pdhC","pyruvate dehydrogenase complex, E2 component, dihydrolipoamide acetyltransferase","SPO_RS11365",0
"SPO2243",0.4876,"SPO2243","hypothetical protein","SPO_RS11370",1
"SPO2244",0.5108,"SPO2244","hypothetical protein","SPO_RS22530",1
"SPO2245",0.4244,"SPO2245","hypothetical protein","",1
"SPO2246",0.0298,"cysK","cysteine synthase A","SPO_RS11395",0.222776113360324
"SPO2248",0,"SPO2248","dnaK suppressor protein, putative","SPO_RS11405",0
"SPO2249",0.7402,"SPO2249","hypothetical protein","SPO_RS11410",1
"SPO2250",0.5048,"orfg15","gene transfer agent","SPO_RS11415",1
"SPO2251",1.007,"orfg14","gene transfer agent","SPO_RS11420",1
"SPO2252",0.7282,"orfg13","gene transfer agent","SPO_RS11425",1
"SPO2253",0.1142,"orfg12","gene transfer agent","SPO_RS11430",0.613721098265896
"SPO2255",0,"SPO2255","hypothetical protein","SPO_RS11440",0
"SPO2257",0.4364,"orfg9","gene transfer agent","SPO_RS11450",1
"SPO2260",NA,"orfg6","gene transfer agent","SPO_RS11465",NA
"SPO2261",0.9642,"orfg5","gene transfer agent","SPO_RS11470",1
"SPO2262",2,"orfg4","gene transfer agent","SPO_RS11475",1
"SPO2264",1.0042,"orfg3","gene transfer agent","SPO_RS11485",1
"SPO2266",0.7984,"SPO2266","gene transfer agent","SPO_RS11490",1
"SPO2267",0.8378,"orfg2","gene transfer agent","",1
"SPO2268",0.4758,"orfg1","hypothetical protein","SPO_RS11500",1
"SPO2269",0.2812,"SPO2269","hypothetical protein","",0.96382331838565
"SPO2270",0.1476,"SPO2270","putative protein TIGR00247","SPO_RS11510",0.686768421052632
"SPO2272",0.0926,"hisA2","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase 2 (EC 5.3.1.16)","SPO_RS11520",0.528549922720247
"SPO2273",0.2976,"SPO2273","acetyltransferase, GNAT family","SPO_RS11525",0.976053996447602
"SPO2277",0.6262,"SPO2277","cytochrome, putative","SPO_RS11545",1
"SPO2278",1.0136,"SPO2278","hypothetical protein","SPO_RS11550",1
"SPO2279",0.6378,"SPO2279","hypothetical protein","SPO_RS11555",1
"SPO2280",0.0822,"SPO2280","hypothetical protein","",0.514361502347418
"SPO2283",1.021,"rplI","ribosomal protein L9","SPO_RS11575",1
"SPO2284",1.1176,"SPO2284","transglycosylase SLT domain protein","SPO_RS11580",1
"SPO2285",0.9874,"SPO2285","DNA-binding protein, putative","SPO_RS11585",1
"SPO2286",0,"luxR-2","autoinducer-binding transcriptional regulator LuxR","SPO_RS11590",0
"SPO2287",0.0276,"SPO2287","autoinducer synthesis protein","SPO_RS11595",0.222776113360324
"SPO2288",0,"tig","trigger factor","SPO_RS11600",0
"SPO2289",0,"SPO2289","hypothetical protein","SPO_RS11605",0
"SPO2290",0,"SPO2290","hypothetical protein","SPO_RS11610",0
"SPO2292",0.758,"SPO2292","hypothetical protein","",1
"SPO2293",0.862,"SPO2293","YjeF family protein","SPO_RS11625",1
"SPO2296",0.9962,"SPO2296","hypothetical protein","SPO_RS11640",1
"SPO2297",1.0154,"SPO2297","hypothetical protein","SPO_RS11645",1
"SPO2298",0.3908,"SPO2298","hypothetical protein","SPO_RS11650",1
"SPO2299",0.361,"dddP","DMSP lyase","SPO_RS11655",1
"SPO2301",0.3958,"SPO2301","osmC-like family protein","SPO_RS11665",1
"SPO2302",0.032,"SPO2302","bioY family protein","SPO_RS11670",0.228242994241843
"SPO2303",1.4338,"SPO2303","hypothetical protein","SPO_RS11675",1
"SPO2304",0.7908,"SPO2304","hypothetical protein","SPO_RS11680",1
"SPO2306",0.8414,"SPO2306","hypothetical protein","SPO_RS23105",1
"SPO2307",0.03,"SPO2307","hypothetical protein","SPO_RS11690",0.222917505030181
"SPO2308",0.588,"fliG","flagellar motor switch protein FliG","SPO_RS11695",1
"SPO2309",0.6822,"SPO2309","hypothetical protein","SPO_RS11700",1
"SPO2310",2,"SPO2310","lipid A biosynthesis lauroyl acyltransferase, putative","SPO_RS11705",1
"SPO2311",1.4228,"SPO2311","hypothetical protein","",1
"SPO2313",0.0918,"SPO2313","hypothetical protein","SPO_RS11720",0.526424534161491
"SPO2318",0,"SPO2318","hypothetical protein","SPO_RS11750",0
"SPO2319",0.9886,"SPO2319","hypothetical protein","SPO_RS11755",1
"SPO2323",0,"SPO2323","mechanosensitive ion channel family protein","SPO_RS11775",0
"SPO2324",0.947,"SPO2324","hypothetical protein","SPO_RS11780",1
"SPO2326",0.4782,"SPO2326","hypothetical protein","SPO_RS11790",1
"SPO2327",0.031,"SPO2327","fatty acid desaturase","SPO_RS11795",0.224037181996086
"SPO2330",0.3864,"SPO2330","hypothetical protein","SPO_RS11810",1
"SPO2331",1.3612,"SPO2331","efflux transporter, RND family, MFP subunit","SPO_RS11815",1
"SPO2332",0.0324,"SPO2332","transporter, AcrB/AcrD/AcrF family","SPO_RS11820",0.22878240917782
"SPO2333",0.9948,"SPO2333","hypothetical protein","",1
"SPO2334",0.9834,"SPO2334","CAAX amino terminal protease family protein","SPO_RS11830",1
"SPO2335",0.773,"SPO2335","ABC transporter, ATP-binding/permease protein","SPO_RS11835",1
"SPO2336",0.4912,"SPO2336","lysM domain protein","SPO_RS22890",1
"SPO2337",0.395,"SPO2337","decarboxylase family protein","SPO_RS11845",1
"SPO2338",1,"rarD-1","RarD","SPO_RS11850",1
"SPO2339",0.1118,"SPO2339","enoyl-CoA hydratase/isomerase family protein","SPO_RS11855",0.613721098265896
"SPO2340",0,"sodB","superoxide dismutase, Fe","SPO_RS11860",0
"SPO2341",0.3704,"SPO2341","methyltransferase, FkbM family","SPO_RS11865",1
"SPO2341a",0.08,"SPO2341a","hypothetical protein","SPO_RS11870",0.511141868512111
"SPO2342",0.9958,"SPO2342","hypothetical protein","SPO_RS11875",1
"SPO2343",0.8638,"SPO2343","hypothetical protein","SPO_RS11880",1
"SPO2344",0.1966,"SPO2344","sarcosine oxidase, gamma subunit family","SPO_RS11890",0.829057752808989
"SPO2345",1.5042,"SPO2345","sarcosine oxidase, alpha subunit family","SPO_RS11895",1
"SPO2346",0.9658,"SPO2346","sarcosine oxidase, delta subunit family","SPO_RS11900",1
"SPO2347",1.2814,"SPO2347","hypothetical protein","SPO_RS11910",1
"SPO2348",0,"SPO2348","sarcosine oxidase, beta subunit family","SPO_RS11915",0
"SPO2349",0.28,"cycH","cytochrome c-type biogenesis protein CycH","SPO_RS11920",0.96382331838565
"SPO2350",0.393,"SPO2350","putative protein TIGR00250","SPO_RS11925",1
"SPO2351",0.427,"SPO2351","hypothetical protein","SPO_RS11930",1
"SPO2352",0.7656,"SPO2352","type I secretion target repeat protein","",1
"SPO2353",0.7172,"SPO2353","hypothetical protein","SPO_RS11940",1
"SPO2354",0.7154,"SPO2354","membrane protein","SPO_RS11945",1
"SPO2355",0.0294,"iseR","Isethionate dissimilation regulator","SPO_RS11950",0.222776113360324
"SPO2356",1.009,"iseM","Isethionate TRAP transporter","SPO_RS11955",1
"SPO2357",0.4678,"iseL","Isethionate TRAP transporter","SPO_RS11960",1
"SPO2358",0.762,"iseK","Isethionate TRAP transporter","SPO_RS11965",1
"SPO2359",0.0852,"iseJ","Isethionate dehydrogenase","SPO_RS11970",0.514361502347418
"SPO2361",0.9106,"SPO2361","sensor histidine kinase/response regulator","SPO_RS11980",1
"SPO2363",0.9098,"serB-1","phosphoserine phosphatase","SPO_RS11990",1
"SPO2364",0.3458,"SPO2364","amino acid ABC transporter, periplasmic amino acid-binding protein","SPO_RS11995",1
"SPO2365",1.014,"SPO2365","amino acid ABC transporter, permease protein","SPO_RS12000",1
"SPO2366",0.7668,"SPO2366","amino acid ABC transporter, permease protein","SPO_RS12005",1
"SPO2367",0,"SPO2367","amino acid ABC transporter, ATP-binding protein","SPO_RS12010",0
"SPO2368",0.4142,"SPO2368","Na/Pi-cotransporter family protein","SPO_RS12015",1
"SPO2369",0.2594,"SPO2369","DNA-binding response regulator, LuxR family","SPO_RS12020",0.947541246290801
"SPO2370",0.0272,"SPO2370","sodium:alanine symporter family protein","SPO_RS12025",0.222776113360324
"SPO2371",0.1338,"SPO2371","universal stress protein family protein","SPO_RS12030",0.675031967213115
"SPO2372",0.723,"SPO2372","transcriptional regulator, AsnC family","SPO_RS12035",1
"SPO2373",0,"SPO2373","hypothetical protein","SPO_RS12040",0
"SPO2374",0.6162,"SPO2374","tRNA-dihydrouridine synthase A","SPO_RS12045",1
"SPO2377",0.7518,"SPO2377","ferredoxin","SPO_RS12060",1
"SPO2378",1.174,"SPO2378","selenium-binding protein, putative","SPO_RS12065",1
"SPO2380",0.4792,"SPO2380","acyl-CoA dehydrogenase","SPO_RS12075",1
"SPO2381",0.7524,"SPO2381","transcriptional regulator, LysR family","SPO_RS12080",1
"SPO2382",0.5642,"SPO2382","tricarboxylate transporter family protein","SPO_RS12085",1
"SPO2383",0.468,"SPO2383","hypothetical protein","SPO_RS22545",1
"SPO2384",0.486,"SPO2384","tricarboxylate transporter family protein","SPO_RS12095",1
"SPO2385",0.9412,"SPO2385","benzaldehyde lyase, putative","SPO_RS12100",1
"SPO2386",0.5892,"SPO2386","hypothetical protein","SPO_RS12105",1
"SPO2387",1.0124,"SPO2387","oxidoreductase, FAD-binding protein","SPO_RS12110",1
"SPO2388",0.6892,"SPO2388","translocator protein, LysE family","SPO_RS12115",1
"SPO2389",1.012,"SPO2389","oxidoreductase, molybdopterin-binding protein","SPO_RS12120",1
"SPO2390",1.0172,"SPO2390","site-specific recombinase, phage integrase family","",1
