mean,lwrCL,uprCL,stdev,lwrCL_adj,uprCL_adj,spo,naCount
0.96,0.879,1.04,0.041,0.828,1.101,SPO3311,0
0.993,0.87,1.107,0.062,0.764,1.175,SPO3312,0
0.914,0.825,1,0.045,0.741,1.044,SPO3313,0
0.266,0.207,0.336,0.033,0.178,0.388,SPO3314,0
0.988,0.943,1.029,0.022,0.906,1.051,SPO3315,0
0.93,0.843,0.999,0.041,0.785,1.034,SPO3316,0
0.87,0.759,0.972,0.054,0.676,1.039,SPO3316a,0
0.909,0.826,0.979,0.039,0.761,1.019,SPO3317,0
1.02,0.984,1.063,0.02,0.966,1.109,SPO3318,0
1.021,0.991,1.05,0.015,0.967,1.076,SPO3319,0
0.971,0.947,0.998,0.013,0.925,1.015,SPO3320,0
1.006,0.941,1.071,0.034,0.889,1.119,SPO3321,0
1.003,0.979,1.026,0.012,0.957,1.039,SPO3322,0
1.043,1.017,1.069,0.013,0.998,1.087,SPO3323,0
1.029,1.012,1.046,0.009,0.999,1.055,SPO3324,0
1.016,0.992,1.036,0.011,0.972,1.043,SPO3325,0
0.957,0.894,1.034,0.037,0.864,1.102,SPO3326,0
0.966,0.938,0.991,0.014,0.917,1.007,SPO3327,0
1.028,0.945,1.124,0.046,0.886,1.197,SPO3328,0
1.02,0.902,1.136,0.061,0.816,1.212,SPO3329,0
1.027,1.001,1.052,0.013,0.988,1.065,SPO3330,0
0.94,0.8,1.061,0.068,0.684,1.137,SPO3331,0
NA,NA,NA,NA,NA,NA,SPO3332,10000
1.058,1.029,1.09,0.016,1.01,1.119,SPO3333,0
0.99,0.975,1.006,0.008,0.963,1.016,SPO3334,0
1.003,0.949,1.063,0.029,0.904,1.107,SPO3335,0
0.978,0.927,1.03,0.026,0.885,1.068,SPO3336,0
1.12,1.048,1.191,0.068,1.048,1.191,SPO3337,5835
0.995,0.941,1.048,0.027,0.892,1.085,SPO3338,0
0.84,0.763,0.909,0.038,0.719,0.938,SPO3339,0
0.879,0.843,0.918,0.019,0.819,0.951,SPO3340,0
1.01,0.85,1.176,0.082,0.763,1.319,SPO3341,0
1.034,0.997,1.077,0.021,0.983,1.113,SPO3342,0
1.03,0.836,1.221,0.1,0.739,1.332,SPO3343,0
1.014,0.968,1.06,0.023,0.93,1.088,SPO3344,0
1.127,1.07,1.186,0.03,1.021,1.23,SPO3345,0
1.017,0.972,1.068,0.025,0.947,1.105,SPO3346,0
1.074,0.976,1.182,0.053,0.934,1.255,SPO3347,0
NA,NA,NA,NA,NA,NA,SPO3348,10000
1.054,1.001,1.111,0.028,0.956,1.151,SPO3349,0
0.937,0.85,1.038,0.049,0.806,1.103,SPO3350,0
0.694,0.225,1.031,0.209,0,1.175,SPO3351,0
1.038,0.99,1.085,0.025,0.959,1.107,SPO3352,0
1.017,0.932,1.11,0.046,0.873,1.195,SPO3353,0
NA,NA,NA,NA,NA,NA,SPO3354,10000
1.036,1.019,1.054,0.009,1.011,1.067,SPO3355,0
0.933,0.879,0.992,0.028,0.861,1.01,SPO3356,38
1.008,0.968,1.047,0.02,0.936,1.077,SPO3357,0
0.969,0.911,1.028,0.03,0.872,1.066,SPO3358,0
0.964,0.892,1.039,0.038,0.845,1.087,SPO3359,0
1.009,0.975,1.045,0.018,0.954,1.078,SPO3360,0
0.931,0.863,1.02,0.041,0.837,1.107,SPO3361,0
1.062,0.995,1.151,0.041,0.961,1.213,SPO3362,0
1.16,1.03,1.387,0.092,1.029,1.439,SPO3363,35
0.98,0.38,1.415,0.286,0.38,1.415,SPO3364,1520
NA,NA,NA,NA,NA,NA,SPO3365,10000
NA,NA,NA,NA,NA,NA,SPO3366,10000
0.989,0.961,1.015,0.014,0.941,1.034,SPO3367,0
0.978,0.955,0.996,0.011,0.934,1.001,SPO3368,0
0.979,0.942,1.017,0.019,0.912,1.037,SPO3369,0
1.024,1.003,1.044,0.011,0.984,1.059,SPO3370,0
1.033,0.989,1.082,0.024,0.963,1.128,SPO3371,0
1.007,0.939,1.095,0.041,0.899,1.161,SPO3372,0
NA,NA,NA,NA,NA,NA,SPO3373,10000
NA,NA,NA,NA,NA,NA,SPO3374,10000
0.924,0.858,0.971,0.03,0.81,0.987,SPO3375,0
0.912,0.823,1.007,0.048,0.762,1.072,SPO3376,0
0.522,0.169,0.867,0.182,0,1.012,SPO3377,0
1.017,0.97,1.068,0.025,0.939,1.108,SPO3378,0
1.096,0.967,1.23,0.067,0.91,1.315,SPO3379,0
0.942,0.888,1.002,0.029,0.858,1.05,SPO3380,0
0.975,0.932,1.018,0.022,0.901,1.041,SPO3381,0
1.035,1.003,1.069,0.017,0.981,1.093,SPO3382,0
1.017,0.98,1.053,0.019,0.947,1.067,SPO3383,0
1.039,1.012,1.067,0.014,0.996,1.092,SPO3384,0
1.056,1.025,1.087,0.016,1.002,1.113,SPO3385,0
1,0.94,1.064,0.032,0.896,1.109,SPO3386,0
0.948,0.91,0.984,0.019,0.884,1.01,SPO3387,0
1.048,1.028,1.072,0.011,1.019,1.095,SPO3388,0
NA,NA,NA,NA,NA,NA,SPO3389,10000
0.96,0.847,1.094,0.063,0.805,1.195,SPO3390,0
0.913,0.871,0.956,0.022,0.844,0.986,SPO3391,0
0.954,0.876,1.031,0.039,0.855,1.049,SPO3392,0
0.94,0.852,1.015,0.042,0.773,1.045,SPO3393,0
1.038,0.979,1.097,0.03,0.929,1.137,SPO3394,0
0.963,0.938,0.988,0.013,0.925,1.004,SPO3395,0
0.946,0.903,0.98,0.02,0.86,0.997,SPO3396,0
0.938,0.739,1.083,0.09,0.622,1.123,SPO3397,0
0.978,0.869,1.096,0.059,0.798,1.195,SPO3398,0
1.106,0.98,1.291,0.081,0.916,1.418,SPO3399,0
0.96,0.938,0.98,0.011,0.922,0.992,SPO3400,0
0.933,0.601,1.206,0.16,0.259,1.268,SPO3401,0
0.878,0.845,0.917,0.019,0.83,0.946,SPO3402,0
1.041,0.998,1.082,0.022,0.957,1.106,SPO3403,0
0.984,0.891,1.064,0.045,0.809,1.106,SPO3404,0
1.036,0.993,1.07,0.02,0.958,1.086,SPO3405,0
0.901,0.716,1.061,0.089,0.566,1.134,SPO3406,0
0.95,0.802,1.099,0.077,0.755,1.187,SPO3407,0
1.03,0.939,1.114,0.044,0.841,1.168,SPO3408,0
1.123,0.955,1.288,0.086,0.845,1.436,SPO3409,0
0.936,0.803,1.065,0.067,0.697,1.141,SPO3410,0
0.987,0.936,1.041,0.027,0.902,1.081,SPO3411,0
0.97,0.906,1.035,0.033,0.873,1.081,SPO3412,0
1.021,0.95,1.1,0.039,0.917,1.169,SPO3413,0
1.012,0.98,1.037,0.015,0.957,1.052,SPO3414,0
NA,NA,NA,NA,NA,NA,SPO3415,10000
NA,NA,NA,NA,NA,NA,SPO3416,10000
NA,NA,NA,NA,NA,NA,SPO3417,10000
0.87,0.792,0.959,0.043,0.772,1.018,SPO3418,0
0.974,0.974,0.974,0,0.974,0.974,SPO3419,7768
1.001,0.959,1.045,0.022,0.931,1.076,SPO3420,0
0.534,0,0.969,0.302,0,1.001,SPO3421,203
0.973,0.873,1.085,0.056,0.807,1.2,SPO3422,0
1.063,1.03,1.098,0.018,1.011,1.126,SPO3423,0
1.003,0.983,1.024,0.011,0.973,1.036,SPO3424,0
1.035,0.984,1.08,0.025,0.947,1.111,SPO3425,0
NA,NA,NA,NA,NA,NA,SPO3426,10000
0.181,0,0.741,0.283,0,0.741,SPO3427,3145
0.959,0.912,1.008,0.024,0.88,1.058,SPO3428,0
0.96,0.911,1.01,0.026,0.88,1.05,SPO3429,0
NA,NA,NA,NA,NA,NA,SPO3430,10000
0.972,0.938,1.005,0.017,0.911,1.023,SPO3431,0
NA,NA,NA,NA,NA,NA,SPO3432,10000
NA,NA,NA,NA,NA,NA,SPO3433,10000
NA,NA,NA,NA,NA,NA,SPO3434,10000
0.908,0.793,1.004,0.055,0.698,1.038,SPO3435,0
1.036,0.973,1.095,0.031,0.924,1.146,SPO3436,0
1.004,0.963,1.044,0.021,0.936,1.066,SPO3437,0
1.034,0.892,1.177,0.074,0.784,1.316,SPO3438,0
0.984,0.939,1.03,0.023,0.91,1.058,SPO3439,0
0.971,0.839,1.092,0.066,0.749,1.156,SPO3440,0
0.992,0.965,1.017,0.014,0.944,1.034,SPO3441,0
0.961,0.91,1.028,0.031,0.877,1.083,SPO3442,0
1.042,0.964,1.125,0.041,0.911,1.191,SPO3443,0
NA,NA,NA,NA,NA,NA,SPO3444,10000
NA,NA,NA,NA,NA,NA,SPO3445,10000
1.002,0.881,1.125,0.062,0.779,1.219,SPO3446,0
1.051,0.992,1.111,0.031,0.963,1.156,SPO3448,0
0.975,0.921,1.027,0.027,0.889,1.058,SPO3449,0
1.024,1.001,1.05,0.013,0.989,1.07,SPO3450,0
NA,NA,NA,NA,NA,NA,SPO3451,10000
1.014,0.976,1.051,0.02,0.937,1.072,SPO3452,0
0.824,0.744,0.904,0.041,0.689,0.954,SPO3452a,0
0.986,0.859,1.124,0.069,0.792,1.208,SPO3453,0
0.981,0.952,1.021,0.018,0.943,1.047,SPO3454,0
0.995,0.957,1.037,0.02,0.934,1.069,SPO3455,0
0.952,0.897,1.008,0.029,0.86,1.059,SPO3456,0
0.891,0.824,0.96,0.035,0.772,1.011,SPO3457,0
0.975,0.927,1.027,0.026,0.903,1.08,SPO3459,0
0.956,0.904,1.01,0.027,0.862,1.054,SPO3460,0
0.97,0.923,1.02,0.025,0.896,1.062,SPO3461,0
0.965,0.937,0.988,0.013,0.917,0.997,SPO3462,0
0.94,0.913,0.963,0.014,0.893,0.973,SPO3463,0
0.807,0.646,0.931,0.073,0.55,1.02,SPO3464,0
0.909,0.859,0.952,0.024,0.822,0.969,SPO3465,0
0.97,0.917,1.022,0.027,0.893,1.05,SPO3466,0
0.978,0.937,1.015,0.02,0.904,1.037,SPO3467,0
1.009,0.981,1.045,0.017,0.969,1.073,SPO3468,0
1.001,0.971,1.031,0.015,0.949,1.049,SPO3469,0
0.963,0.897,1.017,0.031,0.848,1.036,SPO3470,0
0.932,0.903,0.962,0.015,0.88,0.984,SPO3471,0
1.01,0.974,1.048,0.019,0.949,1.077,SPO3472,0
0.981,0.937,1.023,0.022,0.905,1.048,SPO3473,0
1.056,1.017,1.087,0.018,0.983,1.1,SPO3474,0
0.994,0.933,1.054,0.031,0.901,1.075,SPO3475,0
1.018,0.954,1.082,0.032,0.908,1.116,SPO3476,0
0.959,0.904,1.018,0.029,0.87,1.069,SPO3477,0
0.833,0.803,0.858,0.014,0.782,0.87,SPO3478,0
0.722,0.648,0.785,0.036,0.598,0.813,SPO3479,0
0.831,0.766,0.885,0.03,0.725,0.913,SPO3480,0
0.989,0.934,1.039,0.027,0.887,1.068,SPO3481,0
0.983,0.943,1.025,0.021,0.915,1.063,SPO3482,0
0.969,0.927,1.016,0.023,0.902,1.056,SPO3483,0
1.014,0.988,1.04,0.014,0.972,1.061,SPO3484,0
0.934,0.822,1.025,0.053,0.734,1.07,SPO3485,0
0.692,0.225,0.982,0.203,0,1.033,SPO3486,0
0.914,0.815,1.007,0.05,0.747,1.078,SPO3487,0
1.051,1.003,1.091,0.023,0.959,1.111,SPO3488,0
NA,NA,NA,NA,NA,NA,SPO3489,10000
1.134,1.019,1.26,0.062,0.963,1.371,SPO3490,0
0.973,0.916,1.037,0.031,0.891,1.089,SPO3491,0
1.01,0.949,1.073,0.032,0.899,1.122,SPO3492,0
0.992,0.959,1.015,0.015,0.934,1.024,SPO3493,0
0.978,0.945,1.013,0.017,0.937,1.037,SPO3494,0
0.943,0.857,1.027,0.043,0.823,1.072,SPO3495,0
0.901,0.679,1.12,0.111,0.605,1.211,SPO3496,0
0.955,0.901,1.008,0.027,0.885,1.034,SPO3498,0
0.879,0.823,0.952,0.033,0.798,1.003,SPO3498a,0
NA,NA,NA,NA,NA,NA,SPO3499,10000
NA,NA,NA,NA,NA,NA,SPO3500,10000
1.004,0.988,1.02,0.008,0.979,1.03,SPO3502,0
1.014,0.959,1.059,0.026,0.916,1.074,SPO3503,0
0.966,0.896,1.027,0.034,0.844,1.064,SPO3504,0
1.014,0.98,1.046,0.017,0.963,1.063,SPO3505,0
0.999,0.895,1.117,0.058,0.84,1.188,SPO3506,0
NA,NA,NA,NA,NA,NA,SPO3507,10000
NA,NA,NA,NA,NA,NA,SPO3508,10000
NA,NA,NA,NA,NA,NA,SPO3509,10000
0.989,0.953,1.024,0.018,0.926,1.052,SPO3511,0
0.935,0.868,0.985,0.031,0.824,1.009,SPO3512,0
0.132,0,0.474,0.141,0,0.604,SPO3513,43
0.983,0.935,1.03,0.025,0.9,1.06,SPO3515,0
0.52,0,1.264,0.359,0,1.264,SPO3516,358
0.985,0.875,1.109,0.06,0.802,1.196,SPO3518,0
0.999,0.962,1.047,0.022,0.94,1.079,SPO3519,0
0.938,0.892,0.982,0.023,0.866,1.01,SPO3520,0
0.924,0.806,1.035,0.058,0.709,1.108,SPO3521,0
0.923,0.859,0.975,0.03,0.809,0.993,SPO3522,0
0.966,0.876,1.04,0.043,0.791,1.073,SPO3523,0
0.913,0.837,0.975,0.036,0.761,0.994,SPO3524,0
0.855,0.8,0.915,0.029,0.761,0.96,SPO3525,0
0.928,0.879,0.963,0.023,0.836,0.97,SPO3526,0
1.007,0.987,1.032,0.012,0.976,1.053,SPO3527,0
1.116,0.99,1.234,0.063,0.903,1.287,SPO3528,0
1.011,0.967,1.055,0.023,0.937,1.079,SPO3529,0
1.025,1.008,1.044,0.01,0.994,1.058,SPO3530,0
0.967,0.909,1.016,0.028,0.861,1.048,SPO3531,0
0.989,0.96,1.016,0.015,0.937,1.032,SPO3532,0
0.88,0.843,0.913,0.018,0.816,0.929,SPO3533,0
0.999,0.435,1.357,0.25,0,1.438,SPO3534,1
0.943,0.763,1.085,0.084,0.611,1.169,SPO3535,0
0.959,0.865,1.051,0.048,0.783,1.119,SPO3536,0
1.018,0.99,1.052,0.017,0.975,1.088,SPO3537,0
0.927,0.883,0.969,0.022,0.85,1.004,SPO3538,0
0.074,0,0.152,0.038,0,0.175,SPO3539,0
1.007,0.979,1.031,0.013,0.956,1.043,SPO3540,0
1.018,0.976,1.057,0.021,0.95,1.085,SPO3541,0
0.992,0.939,1.045,0.027,0.902,1.093,SPO3542,0
0.936,0.853,1.018,0.043,0.797,1.069,SPO3543,0
0.962,0.92,1.003,0.021,0.885,1.024,SPO3544,0
0.972,0.943,0.999,0.014,0.927,1.01,SPO3545,0
0.952,0.893,1.008,0.03,0.843,1.045,SPO3546,0
1.016,0.933,1.088,0.04,0.855,1.129,SPO3547,0
1.039,0.965,1.124,0.042,0.934,1.168,SPO3548,0
0.953,0.919,0.991,0.018,0.902,1.02,SPO3549,0
0.96,0.625,1.222,0.156,0.389,1.345,SPO3550,0
0.93,0.883,0.974,0.023,0.85,1,SPO3551,0
1.001,0.955,1.052,0.025,0.937,1.089,SPO3552,0
1.001,0.972,1.032,0.016,0.956,1.048,SPO3553,0
1.028,0.994,1.066,0.019,0.975,1.099,SPO3554,0
1.016,0.991,1.043,0.013,0.976,1.06,SPO3555,0
NA,NA,NA,NA,NA,NA,SPO3556,10000
0.905,0.84,0.969,0.033,0.799,1.005,SPO3557,0
0.937,0.884,0.995,0.028,0.848,1.036,SPO3558,0
0.937,0.917,0.96,0.011,0.91,0.987,SPO3559,0
0.943,0.873,1.014,0.036,0.822,1.07,SPO3560,0
0.754,0.703,0.814,0.029,0.68,0.857,SPO3561,0
0.887,0.828,0.939,0.029,0.782,0.974,SPO3562,0
0.975,0.92,1.022,0.026,0.868,1.035,SPO3563,0
0.976,0.938,1.019,0.021,0.917,1.053,SPO3564,0
0.953,0.865,1.036,0.043,0.809,1.076,SPO3565,0
0.978,0.919,1.032,0.029,0.85,1.053,SPO3566,0
1.023,0.985,1.072,0.023,0.97,1.115,SPO3567,0
1.049,1.007,1.096,0.023,0.99,1.145,SPO3568,0
1.068,1.006,1.122,0.03,0.954,1.144,SPO3569,0
0.927,0.892,0.959,0.017,0.86,0.982,SPO3570,0
1.022,1,1.044,0.011,0.982,1.062,SPO3571,0
0.926,0.851,0.991,0.036,0.791,1.026,SPO3572,0
0.98,0.925,1.033,0.028,0.872,1.066,SPO3573,0
0.946,0.901,0.992,0.024,0.869,1.022,SPO3574,0
1.014,0.916,1.118,0.051,0.851,1.205,SPO3575,0
1.064,1.033,1.093,0.016,1.007,1.114,SPO3576,0
0.911,0.862,0.96,0.025,0.825,0.998,SPO3577,0
0.919,0.872,0.971,0.026,0.846,1.009,SPO3578,0
1.048,1.026,1.068,0.011,1.006,1.079,SPO3579,0
0.965,0.875,1.044,0.044,0.805,1.091,SPO3580,0
1.057,0.988,1.128,0.036,0.934,1.174,SPO3581,0
1.059,1.025,1.087,0.016,1.003,1.102,SPO3582,0
0.945,0.899,0.993,0.024,0.869,1.024,SPO3583,0
1.025,0.986,1.066,0.021,0.963,1.117,SPO3584,0
0.973,0.937,1.02,0.021,0.92,1.057,SPO3585,0
0.984,0.971,1,0.007,0.963,1.011,SPO3586,0
0.99,0.954,1.028,0.019,0.936,1.053,SPO3587,0
1.031,0.946,1.116,0.043,0.897,1.165,SPO3588,0
0.801,0.675,0.883,0.056,0.596,0.913,SPO3589,0
0.932,0.879,0.986,0.027,0.84,1.032,SPO3590,0
0.98,0.943,1.018,0.019,0.916,1.053,SPO3591,0
0.989,0.949,1.032,0.022,0.922,1.071,SPO3592,0
0.995,0.974,1.018,0.011,0.961,1.037,SPO3593,0
0.958,0.891,1.026,0.035,0.833,1.074,SPO3594,0
0.967,0.94,0.993,0.014,0.92,1.005,SPO3595,0
0.956,0.895,1.025,0.033,0.857,1.073,SPO3596,0
1.011,0.976,1.041,0.017,0.945,1.053,SPO3597,0
0.783,0.283,1.712,0.282,0.28,1.712,SPO3598,380
NA,NA,NA,NA,NA,NA,SPO3599,10000
1.003,0.965,1.038,0.018,0.938,1.06,SPO3600,0
1.013,0.966,1.068,0.027,0.931,1.109,SPO3601,0
0.976,0.917,1.032,0.03,0.857,1.068,SPO3602,0
0.995,0.959,1.026,0.018,0.926,1.042,SPO3603,0
0.968,0.958,0.979,0.005,0.95,0.987,SPO3604,0
0.962,0.93,1.001,0.019,0.913,1.03,SPO3605,0
0.946,0.862,1.035,0.045,0.804,1.091,SPO3606,0
1.032,0.996,1.061,0.017,0.967,1.071,SPO3607,0
0.963,0.92,1.013,0.024,0.903,1.055,SPO3608,0
0.999,0.765,1.196,0.114,0.583,1.283,SPO3609,0
1.058,1.027,1.092,0.017,1.008,1.119,SPO3610,0
1.013,0.971,1.051,0.02,0.935,1.07,SPO3611,0
1.014,0.989,1.036,0.012,0.97,1.052,SPO3612,0
1.031,0.979,1.09,0.028,0.944,1.137,SPO3613,0
0.958,0.856,1.059,0.052,0.765,1.147,SPO3614,0
0.962,0.934,0.99,0.014,0.91,1.012,SPO3615,0
NA,NA,NA,NA,NA,NA,SPO3616,10000
1.043,1.004,1.083,0.019,0.99,1.111,SPO3617,0
0.962,0.897,1.025,0.033,0.846,1.075,SPO3618,0
0.994,0.958,1.033,0.019,0.937,1.069,SPO3619,0
1.012,0.978,1.043,0.017,0.95,1.072,SPO3620,0
0.099,0,0.379,0.149,0,0.379,SPO3621,3134
0.982,0.922,1.035,0.028,0.885,1.066,SPO3622,0
0.928,0.871,0.984,0.028,0.861,0.996,SPO3623,0
1.047,1.004,1.095,0.023,0.983,1.129,SPO3625,0
0.538,0.129,0.949,0.208,0,0.998,SPO3626,0
1.019,0.986,1.049,0.016,0.954,1.064,SPO3627,0
1.009,0.958,1.049,0.024,0.92,1.073,SPO3628,0
0.973,0.907,1.064,0.042,0.884,1.135,SPO3629,0
NA,NA,NA,NA,NA,NA,SPO3630,10000
1.025,1.011,1.037,0.007,1.001,1.043,SPO3631,0
1.059,1,1.124,0.032,0.974,1.18,SPO3632,0
0.913,0.847,0.982,0.035,0.796,1.037,SPO3633,0
0.798,0.594,0.926,0.09,0.474,0.955,SPO3634,0
0.767,0.282,1.047,0.204,0,1.15,SPO3635,1
0.989,0.968,1.011,0.011,0.957,1.023,SPO3636,0
0.892,0.814,0.982,0.043,0.785,1.046,SPO3637,0
NA,NA,NA,NA,NA,NA,SPO3638,10000
0.59,0.213,0.963,0.201,0,1.063,SPO3639,0
0.603,0.187,0.872,0.179,0,0.932,SPO3640,0
0.979,0.947,1.017,0.018,0.929,1.045,SPO3641,0
0.961,0.893,1.026,0.034,0.844,1.059,SPO3642,0
0.967,0.925,1.009,0.021,0.901,1.039,SPO3643,0
0.984,0.949,1.017,0.018,0.919,1.041,SPO3644,0
0.907,0.872,0.945,0.019,0.846,0.976,SPO3645,0
0.913,0.887,0.934,0.012,0.866,0.945,SPO3646,0
0.991,0.966,1.02,0.014,0.954,1.043,SPO3647,0
NA,NA,NA,NA,NA,NA,SPO3648,10000
NA,NA,NA,NA,NA,NA,SPO3649,10000
0.993,0.949,1.037,0.023,0.915,1.065,SPO3650,0
0.967,0.923,1.002,0.02,0.893,1.018,SPO3651,0
1.003,0.976,1.034,0.015,0.964,1.06,SPO3652,0
NA,NA,NA,NA,NA,NA,SPO3653,10000
0.86,0.86,0.86,0,0.86,0.86,SPO3654,7651
0.988,0.952,1.023,0.019,0.932,1.04,SPO3655,0
0.926,0.834,1.001,0.044,0.734,1.04,SPO3656,0
0.943,0.892,0.995,0.026,0.865,1.035,SPO3657,0
NA,NA,NA,NA,NA,NA,SPO3658,10000
0.578,0.507,0.65,0.038,0.456,0.714,SPO3659,0
0.805,0.747,0.859,0.029,0.711,0.887,SPO3660,0
0.781,0.722,0.841,0.03,0.691,0.885,SPO3661,0
0.947,0.841,1.025,0.049,0.75,1.045,SPO3662,0
0.982,0.949,1.013,0.016,0.925,1.033,SPO3663,0
0.961,0.927,0.994,0.017,0.903,1.023,SPO3664,0
1.02,0.994,1.048,0.014,0.977,1.082,SPO3665,0
1.028,0.98,1.075,0.025,0.942,1.103,SPO3666,0
0.958,0.927,0.988,0.016,0.906,1.006,SPO3667,0
0.981,0.947,1.018,0.018,0.918,1.048,SPO3668,0
1.001,0.991,1.012,0.005,0.985,1.02,SPO3671,0
1.011,0.989,1.032,0.011,0.973,1.045,SPO3672,0
1.053,1.049,1.057,0.002,1.045,1.06,SPO3673,0
1.052,1.049,1.055,0.002,1.046,1.057,SPO3673a,0
0.95,0.931,0.97,0.01,0.918,0.987,SPO3674,0
0.952,0.936,0.968,0.008,0.928,0.977,SPO3675,0
0.969,0.947,0.994,0.012,0.935,1.014,SPO3676,0
0.987,0.973,1.002,0.008,0.963,1.011,SPO3677,0
0.977,0.963,0.992,0.007,0.952,0.999,SPO3678,0
1.004,0.965,1.044,0.02,0.942,1.069,SPO3679,0
1.014,0.981,1.055,0.019,0.966,1.088,SPO3680,0
0.946,0.927,0.96,0.009,0.915,0.965,SPO3681,0
0.97,0.941,1,0.015,0.923,1.028,SPO3682,0
0.951,0.928,0.968,0.01,0.911,0.974,SPO3684,0
1.027,1.009,1.049,0.01,1,1.062,SPO3685,0
1.018,0.99,1.045,0.014,0.969,1.065,SPO3686,0
0.973,0.96,0.981,0.006,0.953,0.983,SPO3687,0
0.971,0.951,0.986,0.009,0.939,0.995,SPO3688,0
0.915,0.885,0.942,0.015,0.867,0.953,SPO3689,0
0.977,0.94,1.009,0.018,0.914,1.027,SPO3690,0
0.884,0.836,0.934,0.025,0.801,0.977,SPO3691,0
1.005,0.985,1.025,0.01,0.969,1.034,SPO3692,0
1.012,1.001,1.025,0.006,0.995,1.034,SPO3693,0
1.015,0.954,1.085,0.034,0.928,1.148,SPO3694,0
1.012,0.993,1.032,0.01,0.983,1.045,SPO3695,0
0.953,0.925,0.985,0.015,0.908,1.007,SPO3696,0
0.935,0.92,0.951,0.008,0.908,0.963,SPO3697,0
0.976,0.922,1.028,0.027,0.89,1.055,SPO3698,0
0.98,0.899,1.058,0.041,0.849,1.098,SPO3699,0
0.968,0.935,0.999,0.016,0.91,1.015,SPO3700,0
0.963,0.932,0.995,0.016,0.92,1.005,SPO3701,0
1.016,0.955,1.09,0.035,0.922,1.171,SPO3702,0
0.94,0.913,0.967,0.014,0.895,0.984,SPO3703,0
0.982,0.955,1.011,0.015,0.937,1.031,SPO3704,0
0.97,0.939,1.006,0.017,0.918,1.032,SPO3705,0
0.879,0.804,0.951,0.038,0.766,0.968,SPO3706,0
0.938,0.886,0.982,0.025,0.844,1.006,SPO3707,0
0.968,0.924,1.013,0.023,0.897,1.044,SPO3708,0
0.958,0.922,0.995,0.019,0.894,1.014,SPO3709,0
0.983,0.967,1.002,0.009,0.957,1.017,SPO3710,0
0.946,0.923,0.973,0.013,0.909,0.998,SPO3711,0
NA,NA,NA,NA,NA,NA,SPO3712,10000
1.004,0.981,1.027,0.012,0.964,1.048,SPO3713,0
1.039,1.012,1.069,0.014,0.998,1.095,SPO3714,0
1.021,0.977,1.067,0.023,0.948,1.114,SPO3715,0
0.944,0.895,0.989,0.024,0.855,1.02,SPO3716,0
0.98,0.959,1.005,0.012,0.948,1.023,SPO3717,0
1.023,0.977,1.071,0.024,0.949,1.104,SPO3718,0
0.831,0.799,0.865,0.017,0.784,0.89,SPO3719,0
1.025,1.014,1.036,0.006,1.006,1.042,SPO3720,0
1,0.962,1.038,0.019,0.939,1.064,SPO3721,0
0.991,0.959,1.023,0.016,0.941,1.044,SPO3722,0
0.952,0.911,0.993,0.021,0.898,1.018,SPO3723,0
0.914,0.858,0.974,0.029,0.828,1.036,SPO3724,0
1.016,0.913,1.118,0.053,0.841,1.178,SPO3725,0
1.084,1.065,1.103,0.01,1.049,1.116,SPO3726,0
1.046,1.03,1.061,0.008,1.016,1.071,SPO3727,0
1.025,1.004,1.043,0.01,0.986,1.054,SPO3728,0
0.992,0.981,1.001,0.005,0.971,1.006,SPO3729,0
1.026,0.986,1.065,0.02,0.956,1.098,SPO3730,0
1.051,0.993,1.106,0.029,0.946,1.14,SPO3731,0
0.986,0.951,1.008,0.016,0.926,1.014,SPO3732,0
0.991,0.969,1.009,0.01,0.95,1.018,SPO3733,0
0.946,0.875,1.017,0.036,0.834,1.054,SPO3734,0
0.995,0.948,1.042,0.024,0.923,1.063,SPO3735,0
1.009,0.979,1.042,0.016,0.964,1.068,SPO3736,0
NA,NA,NA,NA,NA,NA,SPO3737,10000
0.815,0.734,0.884,0.039,0.676,0.916,SPO3738,0
1.008,0.986,1.028,0.011,0.969,1.038,SPO3739,0
0.973,0.935,1.008,0.019,0.902,1.025,SPO3740,0
1.003,0.98,1.026,0.012,0.962,1.04,SPO3741,0
0.941,0.907,0.976,0.018,0.887,1.002,SPO3742,0
0.956,0.876,1.03,0.04,0.815,1.085,SPO3743,0
0.639,0.207,0.948,0.191,0,1.092,SPO3744,0
1.089,1,1.146,0.043,1,1.146,SPO3745,1460
1.05,0.86,1.233,0.096,0.7,1.364,SPO3746,0
0.976,0.926,1.027,0.026,0.906,1.059,SPO3747,0
0.983,0.934,1.033,0.025,0.899,1.062,SPO3748,0
0.989,0.957,1.023,0.017,0.941,1.062,SPO3749,0
0.973,0.953,0.998,0.012,0.94,1.018,SPO3750,0
0.954,0.925,0.983,0.015,0.904,1.007,SPO3751,0
1.008,0.968,1.047,0.02,0.94,1.075,SPO3752,0
0.991,0.971,1.01,0.01,0.955,1.025,SPO3753,0
0.979,0.937,1.018,0.021,0.907,1.03,SPO3754,0
0.9,0.641,1.164,0.133,0.468,1.261,SPO3755,0
0.994,0.964,1.02,0.014,0.94,1.032,SPO3756,0
0.994,0.97,1.016,0.012,0.952,1.03,SPO3757,0
1.066,1.027,1.111,0.022,1.008,1.153,SPO3758,0
0.954,0.925,0.981,0.014,0.904,1.001,SPO3759,0
0.962,0.932,0.994,0.016,0.913,1.018,SPO3760,0
