"spo","pval","gene","funct","NCBI","padj"
"SPO1972",0.0846,"SPO1972","nodulation protein N","SPO_RS10010",0.707146551724138
"SPO1973",0,"aroQ","3-dehydroquinate dehydratase, type II","SPO_RS10015",0
"SPO1974",0.4366,"SPO1974","autoinducer-binding transcriptional regulator, LuxR family","SPO_RS10020",1
"SPO1975",0.4058,"tsf","translation elongation factor Ts","SPO_RS10025",1
"SPO1977",0.541,"SPO1977","hypothetical protein","SPO_RS10035",1
"SPO1978",0,"SPO1978","hypothetical protein","SPO_RS10040",0
"SPO1982",0.4012,"SPO1982","hypothetical protein","",1
"SPO1983",0,"chpT","histidine phosphotransferase","SPO_RS10060",0
"SPO1984",0.805,"proA","gamma-glutamyl phosphate reductase","SPO_RS10065",1
"SPO1985",0.8746,"proB","glutamate 5-kinase","SPO_RS10070",1
"SPO1986",0.0564,"obg","GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg)","SPO_RS10075",0.541293506493506
"SPO1987",1.0026,"SPO1987","acetyltransferase, GNAT family","SPO_RS10080",1
"SPO1988",0.031,"SPO1988","transporter, LysE family","SPO_RS10085",0.333809659090909
"SPO1991",0.7034,"SPO1991","hypothetical protein","SPO_RS10100",1
"SPO1992",0.1644,"SPO1992","hypothetical protein","SPO_RS10105",0.931684049079755
"SPO1994",0.5396,"SPO1994","type I secretion membrane fusion protein, HlyD family","SPO_RS10115",1
"SPO1995",0.8264,"SPO1995","ABC transporter, ATP-binding/permease protein","SPO_RS10120",1
"SPO1996",0.584,"SPO1996","hypothetical protein","",1
"SPO1997",0.3344,"SPO1997","hypothetical protein","SPO_RS10130",1
"SPO1998",0.483,"SPO1998","hypothetical protein","SPO_RS22880",1
"SPO1999",0.7036,"SPO1999","Collagen domain protein","SPO_RS23090",1
"SPO2000",0.8242,"SPO2000","endoribonuclease L-PSP family protein","SPO_RS10150",1
"SPO2001",0.7662,"SPO2001","oxidoreductase, FAD-binding protein","SPO_RS10155",1
"SPO2002",0.2776,"SPO2002","acetylpolyamine aminohydrolase","SPO_RS10160",1
"SPO2003",0.6078,"SPO2003","acetyltransferase, GNAT family","SPO_RS10165",1
"SPO2004",0.9014,"SPO2004","hypothetical protein","SPO_RS10170",1
"SPO2005",0.2886,"SPO2005","aminotransferase, class III","SPO_RS10175",1
"SPO2006",0.2882,"SPO2006","spermidine/putrescine ABC transporter, ATP-binding protein","SPO_RS10180",1
"SPO2007",0.4874,"SPO2007","spermidine/putrescine ABC transporter, periplasmic substrate-binding protein","SPO_RS10185",1
"SPO2008",0.1196,"SPO2008","spermidine/putrescine ABC transporter, permease protein","SPO_RS10190",0.819326086956522
"SPO2009",0.987,"SPO2009","spermidine/putrescine ABC transporter, permease protein","SPO_RS10195",1
"SPO2010",1.0066,"SPO2010","transcriptional regulator, LysR family","SPO_RS10200",1
"SPO2013",0.966,"SPO2013","hypothetical protein","SPO_RS10215",1
"SPO2015",0.2582,"SPO2015","hypothetical protein","SPO_RS10225",1
"SPO2016",1.007,"SPO2016","hypothetical protein","SPO_RS10230",1
"SPO2019",NA,"SPO2019","exoV domain protein","SPO_RS10245",NA
"SPO2021",1.1386,"SPO2021","hypothetical protein","SPO_RS10255",1
"SPO2023",0.859,"sufB","FeS assembly protein SufB","SPO_RS10265",1
"SPO2024",0.8592,"SPO2024","Aminotransferase","SPO_RS10270",1
"SPO2025",0.2896,"SPO2025","iron-sulfur cluster assembly transcription factor IscR, putative","SPO_RS10275",1
"SPO2028",1.0132,"SPO2028","HD domain protein","SPO_RS10290",1
"SPO2029",0.973,"SPO2029","glutamine amidotransferases class-II domain protein","SPO_RS10295",1
"SPO2030",0.1642,"SPO2030","multidrug resistance efflux protein, SMR family","SPO_RS10300",0.931684049079755
"SPO2031",1.0038,"typA","GTP-binding protein TypA","SPO_RS10305",1
"SPO2032",0.5794,"SPO2032","hypothetical protein","SPO_RS10310",1
"SPO2034",0.3618,"recA","RecA","SPO_RS10320",1
"SPO2035",0.6016,"SPO2035","hypothetical protein","SPO_RS10325",1
"SPO2036",0.374,"cckA","sensory box sensor histidine kinase/response regulator","SPO_RS10330",1
"SPO2037",0.9902,"SPO2037","NOL1/NOP2/sun family protein","SPO_RS10335",1
"SPO2038",1.3308,"SPO2038","metallo-beta-lactamase family protein","SPO_RS10340",1
"SPO2039",0.6612,"guaB","inosine-5'-monophosphate dehydrogenase","SPO_RS10345",1
"SPO2040",1.026,"SPO2040","CaiB/BaiF family protein","SPO_RS10350",1
"SPO2041",0.3832,"SPO2041","B12 reduction/reactivation protein","SPO_RS10355",1
"SPO2042",0.9986,"SPO2042","methyltransferase, UbiE/COQ5 family","SPO_RS10360",1
"SPO2044",0.6566,"SPO2044","lipoprotein, putative","SPO_RS10370",1
"SPO2045",1.1514,"dmdB2","3-methylmercaptopropionyl-CoA ligase","SPO_RS10375",1
"SPO2046",0.8978,"pgi","glucose-6-phosphate isomerase","SPO_RS10380",1
"SPO2047",0.1732,"pgl","6-phosphogluconolactonase","SPO_RS10385",0.949516320474777
"SPO2048",1.0086,"zwf-1","glucose-6-phosphate 1-dehydrogenase","SPO_RS10390",1
"SPO2049",0.143,"SPO2049","radical SAM domain protein","SPO_RS10395",0.858837837837838
"SPO2050",0.2988,"SPO2050","Usg, putative","SPO_RS10400",1
"SPO2052",0.986,"SPO2052","hypothetical protein","SPO_RS10410",1
"SPO2053",0.9726,"SPO2053","thermostable carboxypeptidase","SPO_RS10415",1
"SPO2055",0.3466,"SPO2055","RNA methyltransferase, TrmH family, group 1","SPO_RS10425",1
"SPO2056",NA,"SPO2056","thiamine-phosphate pyrophosphorylase, putative","SPO_RS10430",NA
"SPO2057",0.1638,"SPO2057","hypothetical protein","SPO_RS10435",0.931684049079755
"SPO2058",0.7158,"SPO2058","hypothetical protein","SPO_RS10440",1
"SPO2059",0.7116,"SPO2059","glutathione S-transferase family protein","SPO_RS10445",1
"SPO2060",1.0038,"SPO2060","kinase, pfkB family","SPO_RS10450",1
"SPO2061",0.4026,"SPO2061","indigoidine synthase A family protein","SPO_RS10455",1
"SPO2062",0,"SPO2062","hypothetical protein","SPO_RS10460",0
"SPO2063",1.252,"SPO2063","acetyltransferase, GNAT family","SPO_RS10465",1
"SPO2064",0.1122,"SPO2064","phospholipase, patatin-like family","SPO_RS10470",0.819115887850467
"SPO2065",0.1222,"bdh-1","D-beta-hydroxybutyrate dehydrogenase","SPO_RS10475",0.819326086956522
"SPO2066",0.8684,"SPO2066","ABC transporter, periplasmic substrate-binding protein","SPO_RS10480",1
"SPO2067",0.96,"SPO2067","hypothetical protein","SPO_RS10485",1
"SPO2068",0.8168,"SPO2068","DNA-binding protein, putative","SPO_RS10490",1
"SPO2069",0.0296,"SPO2069","benzoate-coenzyme A ligase, putative","SPO_RS10495",0.333809659090909
"SPO2070",0.8472,"SPO2070","DSBA-like thioredoxin family protein","SPO_RS10500",1
"SPO2071",0.3178,"SPO2071","drug resistance transporter, Bcr/CflA subfamily","SPO_RS10505",1
"SPO2072",0.4118,"SPO2072","TPR domain protein","SPO_RS10510",1
"SPO2073",1.0048,"SPO2073","hypothetical protein","SPO_RS10515",1
"SPO2074",0.9788,"mfd","transcription-repair coupling factor","SPO_RS10520",1
"SPO2075",0,"SPO2075","hypothetical protein","SPO_RS10525",0
"SPO2077",0.2596,"SPO2077","twin-arginine translocation pathway signal sequence domain protein, putative","SPO_RS10535",1
"SPO2078",NA,"SPO2078","penicillin amidase family protein","SPO_RS10540",NA
"SPO2079",1.0024,"SPO2079","Na(+)/H(+) antiporter-like protein","SPO_RS10545",1
"SPO2080",0.9996,"hflX","GTP-binding protein HflX","SPO_RS10550",1
"SPO2081",0,"hfq","RNA-binding protein Hfq","SPO_RS10555",0
"SPO2082",1.1488,"trkH-2","Trk system potassium uptake protein TrkH","SPO_RS10560",1
"SPO2084",0.6664,"SPO2084","hypothetical protein","SPO_RS10570",1
"SPO2086",0,"ntrY","nitrogen regulation protein ntrY","SPO_RS10580",0
"SPO2087",0.2384,"ntrC","nitrogen regulation protein NtrC","SPO_RS10585",1
"SPO2088",0.8328,"ntrB","nitrogen regulation protein NtrB","SPO_RS10590",1
"SPO2089",0.306,"nifR3","tRNA-dihydrouridine synthase B","SPO_RS10595",1
"SPO2091",0.5064,"SPO2091","phosphatidylglycerophosphatase, putative","SPO_RS10605",1
"SPO2092",0.9986,"SPO2092","competence/damage-inducible protein CinA domain protein","SPO_RS10610",1
"SPO2093",0.9132,"amt-1","ammonium transporter","SPO_RS10615",1
"SPO2094",0.4326,"SPO2094","actC domain protein","SPO_RS10620",1
"SPO2095",0.3676,"SPO2095","MmgE/PrpD family protein","SPO_RS10625",1
"SPO2096",NA,"SPO2096","aromatic-rich family protein","SPO_RS10630",NA
"SPO2097",0.1978,"hpt","hypoxanthine phosphoribosyltransferase","SPO_RS10635",0.999252299605782
"SPO2098",0.2844,"SPO2098","transcriptional regulator, LysR family","SPO_RS10640",1
"SPO2099",0,"cycF","cytochrome c-554","SPO_RS10645",0
"SPO2100",0.4452,"cycG","diheme cytochrome c-type","SPO_RS10650",1
"SPO2101",0.082,"SPO2101","amidohydrolase family protein","SPO_RS10655",0.707146551724138
"SPO2103",0.998,"SPO2103","antioxidant, AhpC/Tsa family","SPO_RS10665",1
"SPO2104",0.5334,"SPO2104","hypothetical protein","SPO_RS10670",1
"SPO2105",0.608,"SPO2105","transcriptional regulator, LysR family","SPO_RS10675",1
"SPO2106",0.8754,"SPO2106","hypothetical protein","SPO_RS10680",1
"SPO2107",1.0052,"SPO2107","hypothetical protein","SPO_RS10685",1
"SPO2108",1.5752,"SPO2108","trimethylamine methyltransferase family protein","SPO_RS10690",1
"SPO2110",0.8572,"SPO2110","hypothetical protein","SPO_RS10700",1
"SPO2111",0.7004,"SPO2111","outer membrane transporter, OMPP1/FadL/TodX family","SPO_RS10705",1
"SPO2112",0.7228,"SPO2112","transmembrane drug/metabolite transporter family protein","SPO_RS10710",1
"SPO2116",0.6596,"SPO2116","DedA family protein","SPO_RS10730",1
"SPO2117",0.708,"SPO2117","disulfide bond formation protein, DsbB family","SPO_RS10735",1
"SPO2118",0.9894,"SPO2118","transcriptional regulator, AsnC family","SPO_RS10740",1
"SPO2119",0.7368,"rocF","arginase","SPO_RS10745",1
"SPO2120",1.0004,"SPO2120","amidinotransferase family protein","SPO_RS10750",1
"SPO2121",1.0118,"arcB","ornithine cyclodeaminase","SPO_RS10755",1
"SPO2122",0.489,"phnA","alkylphosphonate utilization operon protein PhnA","SPO_RS10760",1
"SPO2123",1.002,"SPO2123","HNH endonuclease family protein","SPO_RS10765",1
"SPO2124",0.9868,"SPO2124","RNA pseudouridylate synthase","SPO_RS10770",1
"SPO2125",0.711,"SPO2125","acetyltransferase, GNAT family","SPO_RS10775",1
"SPO2127",0.4326,"SPO2127","DNA-3-methyladenine glycosylase II, putative","SPO_RS10785",1
"SPO2128",0.9078,"SPO2128","transporter, putative","SPO_RS10790",1
"SPO2129",0.9724,"SPO2129","hypothetical protein","SPO_RS10795",1
"SPO2130",0.9924,"SPO2130","2-isopropylmalate synthase/homocitrate synthase family protein","SPO_RS10800",1
"SPO2132",1.0046,"aspC-3","aspartate aminotransferase","SPO_RS10810",1
"SPO2133",0,"SPO2133","outer membrane protein, putative","SPO_RS10815",0
"SPO2134",0.8,"SPO2134","trimethylamine methyltransferase family protein","SPO_RS10820",1
"SPO2135",0.8158,"SPO2135","hypothetical protein","SPO_RS10825",1
"SPO2136",0.3258,"nrdJ","ribonucleoside-diphosphate reductase, adenosylcobalamin-dependent","SPO_RS10830",1
"SPO2137",0.2238,"SPO2137","lipoprotein, putative","",1
"SPO2139",0.4002,"SPO2139","hypothetical protein","SPO_RS10845",1
"SPO2140",0.111,"SPO2140","cold shock DNA-binding domain protein","SPO_RS10850",0.819115887850467
"SPO2142",0.271,"fabI-2","enoyl-(acyl-carrier-protein) reductase","SPO_RS10860",1
"SPO2143",0.6022,"gpt","xanthine-guanine phosphoribosyltransferase","SPO_RS10865",1
"SPO2144",0,"SPO2144","aminotransferase, classes I and II","SPO_RS10870",0
"SPO2145",0.1802,"SPO2145","hypothetical protein","SPO_RS10875",0.967789244186047
"SPO2146",0.2566,"trpE","anthranilate synthase component I","SPO_RS10880",1
"SPO2147",0.9662,"SPO2147","hypothetical protein","SPO_RS22205",1
"SPO2148",0.9962,"SPO2148","hypothetical protein","SPO_RS10890",1
"SPO2149",2,"trpG","anthranilate synthase component II","SPO_RS10895",1
"SPO2150",0,"trpD","anthranilate phosphoribosyltransferase","SPO_RS10900",0
"SPO2151",0,"trpC","indole-3-glycerol phosphate synthase","SPO_RS10905",0
"SPO2152",0.4942,"moaC","molybdenum cofactor biosynthesis protein C","SPO_RS10910",1
"SPO2153",0.1398,"moaA","molybdenum cofactor biosynthesis protein A","SPO_RS10915",0.858837837837838
"SPO2155",0.6476,"SPO2155","competence protein","SPO_RS10925",1
"SPO2156",NA,"gltX-2","glutamyl-tRNA synthetase","SPO_RS10930",NA
"SPO2157",0.5706,"gltA","citrate synthase I","SPO_RS10935",1
"SPO2158",1.0856,"SPO2158","hypothetical protein","SPO_RS22210",1
"SPO2159",0.9964,"SPO2159","radical SAM domain protein","SPO_RS10945",1
"SPO2160",2,"SPO2160","B12 cap/binding component of split MetH","SPO_RS10950",1
"SPO2161",0,"SPO2161","hypothetical protein","SPO_RS10955",0
"SPO2162",NA,"SPO2162","B12 reduction/reactivation protein","SPO_RS10960",NA
"SPO2163",0.6726,"SPO2163","hypothetical protein","SPO_RS10965",1
"SPO2164",0.1406,"SPO2164","hypothetical protein","SPO_RS10970",0.858837837837838
"SPO2166",0.9922,"SPO2166","lipoprotein, putative","SPO_RS10980",1
"SPO2167",0.282,"rnd","ribonuclease D","SPO_RS10985",1
"SPO2168",0,"purN","phosphoribosylglycinamide formyltransferase","SPO_RS10990",0
"SPO2169",0.401,"purM","phosphoribosylformylglycinamidine cyclo-ligase","SPO_RS10995",1
"SPO2170",0.6854,"SPO2170","metallo-beta-lactamase family protein","SPO_RS11000",1
"SPO2171",0.3122,"SPO2171","transcriptional regulator, LysR family","SPO_RS11005",1
"SPO2173",0.1418,"SPO2173","sensor histidine kinase","SPO_RS11015",0.858837837837838
"SPO2174",0.768,"SPO2174","metallo-beta-lactamase family protein","SPO_RS11020",1
"SPO2176",0.1126,"SPO2176","hypothetical protein","SPO_RS11030",0.819115887850467
"SPO2177",0.708,"acuC","acetoin utilization protein AcuC","SPO_RS11035",1
"SPO2178",0.651,"SPO2178","cardiolipin synthase","SPO_RS11040",1
"SPO2180",1.0008,"SPO2180","hypothetical protein","SPO_RS11050",1
"SPO2182",0.3464,"SPO2182","permease, putative","SPO_RS11060",1
"SPO2183",0.6308,"SPO2183","hypothetical protein","SPO_RS11065",1
"SPO2184",0.1622,"SPO2184","hypothetical protein","SPO_RS22215",0.926319938176198
"SPO2185",0.7402,"uspA","universal stress protein","SPO_RS11075",1
"SPO2186",0.0318,"SPO2186","TRAP transporter, 4TM/12TM fusion protein","SPO_RS11080",0.333809659090909
"SPO2187",0.1184,"SPO2187","TRAP transporter solute receptor, TAXI family","SPO_RS11085",0.819115887850467
"SPO2188",0.6822,"SPO2188","acetyltransferase, GNAT family","SPO_RS11090",1
"SPO2189",0,"SPO2189","transcriptional regulator, AsnC family","SPO_RS11095",0
"SPO2190",NA,"hutC","histidine utilization repressor","SPO_RS11100",NA
"SPO2191",0.4382,"hutI","imidazolonepropionase","SPO_RS11105",1
"SPO2192",1.077,"hutH","histidine ammonia-lyase","SPO_RS11110",1
"SPO2192a",0.5346,"hutG","N-formylglutamate amidohydrolase","SPO_RS11115",1
"SPO2193",0.837,"hutU","urocanate hydratase","SPO_RS11120",1
"SPO2194",0.6952,"hutF","formiminoglutamate deiminase","SPO_RS11125",1
"SPO2195",0.569,"SPO2195","amidohydrolase family protein","SPO_RS11130",1
"SPO2196",0.4344,"SPO2196","diaminopropionate ammonia-lyase","SPO_RS11135",1
"SPO2197",0,"SPO2197","hypothetical protein","SPO_RS11140",0
"SPO2198",0.663,"gap-3","glyceraldehyde-3-phosphate dehydrogenase, type I","SPO_RS11145",1
"SPO2201",0.494,"SPO2201","CBS domain protein","SPO_RS11160",1
"SPO2202",0.8974,"SPO2202","transcriptional regulator, LysR family","SPO_RS11165",1
"SPO2203",0.0312,"mmsA","methylmalonate-semialdehyde dehydrogenase","SPO_RS11170",0.333809659090909
"SPO2204",0.7722,"SPO2204","hypothetical protein","",1
"SPO2205",0.2268,"SPO2205","ErfK/YbiS/YcfS/YnhG family protein","SPO_RS11180",1
"SPO2206",0.149,"SPO2206","hypothetical protein","SPO_RS11185",0.861588419405321
"SPO2207",0.893,"SPO2207","hypothetical protein","SPO_RS11190",1
"SPO2208",0.6586,"SPO2208","hypothetical protein","SPO_RS11195",1
"SPO2209",0,"SPO2209","glutamate--cysteine ligase family protein","SPO_RS11200",0
"SPO2210",0.1408,"SPO2210","BNR/Asp-box repeat domain protein","SPO_RS11205",0.858837837837838
"SPO2211",0.996,"SPO2211","acyl-CoA dehydrogenase","SPO_RS11210",1
"SPO2212",0.7352,"SPO2212","enoyl-CoA hydratase/isomerase family protein","SPO_RS11215",1
"SPO2213",0.0262,"mmsB-1","3-hydroxyisobutyrate dehydrogenase","SPO_RS11220",0.333809659090909
"SPO2213a",1.18,"SPO2213a","hypothetical protein","SPO_RS11225",1
"SPO2214",1.0058,"betC-2","possible sulfatase for choline or related compound","SPO_RS11230",1
"SPO2215",0.601,"SPO2215","glyoxalase family protein","SPO_RS11235",1
"SPO2216",1.434,"SPO2216","DNA-binding protein, putative","SPO_RS11240",1
"SPO2218",1.001,"uvrA","UvrABC system protein A","SPO_RS11250",1
"SPO2219",0.3312,"SPO2219","rhodanese-like domain protein","SPO_RS11255",1
"SPO2220",0.7782,"SPO2220","hypothetical protein","SPO_RS11260",1
"SPO2221",0.5514,"SPO2221","von Willebrand factor type A domain protein","",1
"SPO2222",0.4132,"SPO2222","pyruvate dehydrogenase complex, E3 component, lipoamide dehydrogenase, putative","SPO_RS11270",1
"SPO2223",0.1404,"SPO2223","hypothetical protein","SPO_RS11275",0.858837837837838
"SPO2224",0.9988,"SPO2224","hypothetical protein","SPO_RS11280",1
"SPO2225",0.687,"SPO2225","hypothetical protein","SPO_RS11285",1
"SPO2226",0.7766,"SPO2226","S-adenosylmethionine:tRNA ribosyltransferase-isomerase","SPO_RS11290",1
"SPO2227",0.2864,"SPO2227","hypothetical protein","SPO_RS11295",1
"SPO2228",0.2914,"SPO2228","AhpC/TSA family protein","SPO_RS11300",1
"SPO2229",0.6364,"SPO2229","hypothetical protein","SPO_RS11305",1
"SPO2230",0.4106,"SPO2230","peptidase, M23/M37 family","SPO_RS11310",1
"SPO2231",0.5618,"SPO2231","hypothetical protein","SPO_RS11315",1
"SPO2232",0.8024,"SPO2232","hypothetical protein","SPO_RS11320",1
"SPO2233",0.1834,"SPO2233","peptidyl-prolyl cis-trans isomerase, cyclophilin-type","SPO_RS11325",0.979281791907514
"SPO2234",1.1002,"SPO2234","peptidyl-prolyl cis-trans isomerase, cyclophilin-type","SPO_RS11330",1
"SPO2235",0.4084,"pgk","phosphoglycerate kinase","SPO_RS11335",1
"SPO2237",1.0114,"SPO2237","hypothetical protein","SPO_RS11340",1
"SPO2238",0.4086,"SPO2238","transcriptional regulator, LysR family","SPO_RS11345",1
"SPO2240",0.2516,"pdhA","pyruvate dehydrogenase complex, E1 component, alpha subunit","SPO_RS11355",1
"SPO2241",0.3692,"pdhB","pyruvate dehydrogenase complex, E1 component, beta subunit","SPO_RS11360",1
"SPO2242",0.0268,"pdhC","pyruvate dehydrogenase complex, E2 component, dihydrolipoamide acetyltransferase","SPO_RS11365",0.333809659090909
"SPO2243",0.4854,"SPO2243","hypothetical protein","SPO_RS11370",1
"SPO2244",0.5028,"SPO2244","hypothetical protein","SPO_RS22530",1
"SPO2245",1.046,"SPO2245","hypothetical protein","",1
"SPO2246",0.9928,"cysK","cysteine synthase A","SPO_RS11395",1
"SPO2248",0.1118,"SPO2248","dnaK suppressor protein, putative","SPO_RS11405",0.819115887850467
"SPO2249",0.7418,"SPO2249","hypothetical protein","SPO_RS11410",1
"SPO2250",0.5004,"orfg15","gene transfer agent","SPO_RS11415",1
"SPO2251",0,"orfg14","gene transfer agent","SPO_RS11420",0
"SPO2252",0.9972,"orfg13","gene transfer agent","SPO_RS11425",1
"SPO2253",0.4088,"orfg12","gene transfer agent","SPO_RS11430",1
"SPO2255",0.5398,"SPO2255","hypothetical protein","SPO_RS11440",1
"SPO2257",0.6234,"orfg9","gene transfer agent","SPO_RS11450",1
"SPO2260",NA,"orfg6","gene transfer agent","SPO_RS11465",NA
"SPO2261",0.6022,"orfg5","gene transfer agent","SPO_RS11470",1
"SPO2262",NA,"orfg4","gene transfer agent","SPO_RS11475",NA
"SPO2264",0.988,"orfg3","gene transfer agent","SPO_RS11485",1
"SPO2266",0.8196,"SPO2266","gene transfer agent","SPO_RS11490",1
"SPO2267",0.9998,"orfg2","gene transfer agent","",1
"SPO2268",0.3268,"orfg1","hypothetical protein","SPO_RS11500",1
"SPO2269",0.4562,"SPO2269","hypothetical protein","",1
"SPO2270",0.1524,"SPO2270","putative protein TIGR00247","SPO_RS11510",0.877130841121495
"SPO2272",0.8224,"hisA2","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase 2 (EC 5.3.1.16)","SPO_RS11520",1
"SPO2273",0.4638,"SPO2273","acetyltransferase, GNAT family","SPO_RS11525",1
"SPO2277",0.6784,"SPO2277","cytochrome, putative","SPO_RS11545",1
"SPO2278",0.4284,"SPO2278","hypothetical protein","SPO_RS11550",1
"SPO2279",0.988,"SPO2279","hypothetical protein","SPO_RS11555",1
"SPO2280",0.1958,"SPO2280","hypothetical protein","",0.999252299605782
"SPO2283",0.9322,"rplI","ribosomal protein L9","SPO_RS11575",1
"SPO2284",1.1006,"SPO2284","transglycosylase SLT domain protein","SPO_RS11580",1
"SPO2285",0.6688,"SPO2285","DNA-binding protein, putative","SPO_RS11585",1
"SPO2286",0.5672,"luxR-2","autoinducer-binding transcriptional regulator LuxR","SPO_RS11590",1
"SPO2287",0.0238,"SPO2287","autoinducer synthesis protein","SPO_RS11595",0.333809659090909
"SPO2288",1.4288,"tig","trigger factor","SPO_RS11600",1
"SPO2289",0.987,"SPO2289","hypothetical protein","SPO_RS11605",1
"SPO2290",0,"SPO2290","hypothetical protein","SPO_RS11610",0
"SPO2292",0.2376,"SPO2292","hypothetical protein","",1
"SPO2293",0.9864,"SPO2293","YjeF family protein","SPO_RS11625",1
"SPO2296",0.54,"SPO2296","hypothetical protein","SPO_RS11640",1
"SPO2297",0.9988,"SPO2297","hypothetical protein","SPO_RS11645",1
"SPO2298",0.3994,"SPO2298","hypothetical protein","SPO_RS11650",1
"SPO2299",0.7288,"dddP","DMSP lyase","SPO_RS11655",1
"SPO2301",1.0008,"SPO2301","osmC-like family protein","SPO_RS11665",1
"SPO2302",0.9926,"SPO2302","bioY family protein","SPO_RS11670",1
"SPO2303",0.8666,"SPO2303","hypothetical protein","SPO_RS11675",1
"SPO2304",0.7938,"SPO2304","hypothetical protein","SPO_RS11680",1
"SPO2306",0.868,"SPO2306","hypothetical protein","SPO_RS23105",1
"SPO2307",0.0304,"SPO2307","hypothetical protein","SPO_RS11690",0.333809659090909
"SPO2308",0.9736,"fliG","flagellar motor switch protein FliG","SPO_RS11695",1
"SPO2309",0.4604,"SPO2309","hypothetical protein","SPO_RS11700",1
"SPO2310",2,"SPO2310","lipid A biosynthesis lauroyl acyltransferase, putative","SPO_RS11705",1
"SPO2311",1.4266,"SPO2311","hypothetical protein","",1
"SPO2313",1.0798,"SPO2313","hypothetical protein","SPO_RS11720",1
"SPO2318",0.1452,"SPO2318","hypothetical protein","SPO_RS11750",0.858837837837838
"SPO2319",0.9864,"SPO2319","hypothetical protein","SPO_RS11755",1
"SPO2323",1.0008,"SPO2323","mechanosensitive ion channel family protein","SPO_RS11775",1
"SPO2324",0.8778,"SPO2324","hypothetical protein","SPO_RS11780",1
"SPO2326",0.3944,"SPO2326","hypothetical protein","SPO_RS11790",1
"SPO2327",0.381,"SPO2327","fatty acid desaturase","SPO_RS11795",1
"SPO2330",0.082,"SPO2330","hypothetical protein","SPO_RS11810",0.707146551724138
"SPO2331",1.329,"SPO2331","efflux transporter, RND family, MFP subunit","SPO_RS11815",1
"SPO2332",0.0298,"SPO2332","transporter, AcrB/AcrD/AcrF family","SPO_RS11820",0.333809659090909
"SPO2333",1.0006,"SPO2333","hypothetical protein","",1
"SPO2334",0.2852,"SPO2334","CAAX amino terminal protease family protein","SPO_RS11830",1
"SPO2335",0.4274,"SPO2335","ABC transporter, ATP-binding/permease protein","SPO_RS11835",1
"SPO2336",1.0082,"SPO2336","lysM domain protein","SPO_RS22890",1
"SPO2337",0.0864,"SPO2337","decarboxylase family protein","SPO_RS11845",0.707146551724138
"SPO2338",0.5328,"rarD-1","RarD","SPO_RS11850",1
"SPO2339",0.2976,"SPO2339","enoyl-CoA hydratase/isomerase family protein","SPO_RS11855",1
"SPO2340",0,"sodB","superoxide dismutase, Fe","SPO_RS11860",0
"SPO2341",0.028,"SPO2341","methyltransferase, FkbM family","SPO_RS11865",0.333809659090909
"SPO2341a",0.8656,"SPO2341a","hypothetical protein","SPO_RS11870",1
"SPO2342",1.0114,"SPO2342","hypothetical protein","SPO_RS11875",1
"SPO2343",0.9914,"SPO2343","hypothetical protein","SPO_RS11880",1
"SPO2344",0.9866,"SPO2344","sarcosine oxidase, gamma subunit family","SPO_RS11890",1
"SPO2345",0,"SPO2345","sarcosine oxidase, alpha subunit family","SPO_RS11895",0
"SPO2346",0.7448,"SPO2346","sarcosine oxidase, delta subunit family","SPO_RS11900",1
"SPO2347",0,"SPO2347","hypothetical protein","SPO_RS11910",0
"SPO2348",0.8544,"SPO2348","sarcosine oxidase, beta subunit family","SPO_RS11915",1
"SPO2349",0.7406,"cycH","cytochrome c-type biogenesis protein CycH","SPO_RS11920",1
"SPO2350",0.5444,"SPO2350","putative protein TIGR00250","SPO_RS11925",1
"SPO2351",0.4318,"SPO2351","hypothetical protein","SPO_RS11930",1
"SPO2352",0.7792,"SPO2352","type I secretion target repeat protein","",1
"SPO2353",1.0026,"SPO2353","hypothetical protein","SPO_RS11940",1
"SPO2354",0.534,"SPO2354","membrane protein","SPO_RS11945",1
"SPO2355",0,"iseR","Isethionate dissimilation regulator","SPO_RS11950",0
"SPO2356",0.68,"iseM","Isethionate TRAP transporter","SPO_RS11955",1
"SPO2357",0.5326,"iseL","Isethionate TRAP transporter","SPO_RS11960",1
"SPO2358",0.92,"iseK","Isethionate TRAP transporter","SPO_RS11965",1
"SPO2359",0.059,"iseJ","Isethionate dehydrogenase","SPO_RS11970",0.543653366583541
"SPO2361",0.0294,"SPO2361","sensor histidine kinase/response regulator","SPO_RS11980",0.333809659090909
"SPO2363",0.9454,"serB-1","phosphoserine phosphatase","SPO_RS11990",1
"SPO2364",0.345,"SPO2364","amino acid ABC transporter, periplasmic amino acid-binding protein","SPO_RS11995",1
"SPO2365",0.5558,"SPO2365","amino acid ABC transporter, permease protein","SPO_RS12000",1
"SPO2366",0.6616,"SPO2366","amino acid ABC transporter, permease protein","SPO_RS12005",1
"SPO2367",0.9988,"SPO2367","amino acid ABC transporter, ATP-binding protein","SPO_RS12010",1
"SPO2368",0.3362,"SPO2368","Na/Pi-cotransporter family protein","SPO_RS12015",1
"SPO2369",0.4472,"SPO2369","DNA-binding response regulator, LuxR family","SPO_RS12020",1
"SPO2370",1.0016,"SPO2370","sodium:alanine symporter family protein","SPO_RS12025",1
