"spo","pval","gene","funct","NCBI","padj"
"SPO2038",0,"SPO2038","metallo-beta-lactamase family protein","SPO_RS10340",0
"SPO2039",0.6662,"guaB","inosine-5'-monophosphate dehydrogenase","SPO_RS10345",1
"SPO2040",0.8186,"SPO2040","CaiB/BaiF family protein","SPO_RS10350",1
"SPO2041",0.3632,"SPO2041","B12 reduction/reactivation protein","SPO_RS10355",1
"SPO2042",0.9876,"SPO2042","methyltransferase, UbiE/COQ5 family","SPO_RS10360",1
"SPO2044",0.6432,"SPO2044","lipoprotein, putative","SPO_RS10370",1
"SPO2045",0.8572,"dmdB2","3-methylmercaptopropionyl-CoA ligase","SPO_RS10375",1
"SPO2046",0.8946,"pgi","glucose-6-phosphate isomerase","SPO_RS10380",1
"SPO2047",0.171,"pgl","6-phosphogluconolactonase","SPO_RS10385",0.95124255952381
"SPO2048",1.0178,"zwf-1","glucose-6-phosphate 1-dehydrogenase","SPO_RS10390",1
"SPO2049",0.1428,"SPO2049","radical SAM domain protein","SPO_RS10395",0.874424960505529
"SPO2050",0.2906,"SPO2050","Usg, putative","SPO_RS10400",1
"SPO2052",1.015,"SPO2052","hypothetical protein","SPO_RS10410",1
"SPO2053",0.9964,"SPO2053","thermostable carboxypeptidase","SPO_RS10415",1
"SPO2055",0.3456,"SPO2055","RNA methyltransferase, TrmH family, group 1","SPO_RS10425",1
"SPO2056",NA,"SPO2056","thiamine-phosphate pyrophosphorylase, putative","SPO_RS10430",NA
"SPO2057",0.1598,"SPO2057","hypothetical protein","SPO_RS10435",0.925487460815047
"SPO2058",0.9868,"SPO2058","hypothetical protein","SPO_RS10440",1
"SPO2059",0.667,"SPO2059","glutathione S-transferase family protein","SPO_RS10445",1
"SPO2060",0.989,"SPO2060","kinase, pfkB family","SPO_RS10450",1
"SPO2061",0.399,"SPO2061","indigoidine synthase A family protein","SPO_RS10455",1
"SPO2062",0.4102,"SPO2062","hypothetical protein","SPO_RS10460",1
"SPO2063",1.263,"SPO2063","acetyltransferase, GNAT family","SPO_RS10465",1
"SPO2064",0.1158,"SPO2064","phospholipase, patatin-like family","SPO_RS10470",0.839901923076923
"SPO2065",0.1108,"bdh-1","D-beta-hydroxybutyrate dehydrogenase","SPO_RS10475",0.839901923076923
"SPO2066",0.8592,"SPO2066","ABC transporter, periplasmic substrate-binding protein","SPO_RS10480",1
"SPO2067",1.0244,"SPO2067","hypothetical protein","SPO_RS10485",1
"SPO2068",0.827,"SPO2068","DNA-binding protein, putative","SPO_RS10490",1
"SPO2069",0.032,"SPO2069","benzoate-coenzyme A ligase, putative","SPO_RS10495",0.342724637681159
"SPO2070",0.8484,"SPO2070","DSBA-like thioredoxin family protein","SPO_RS10500",1
"SPO2071",0.03,"SPO2071","drug resistance transporter, Bcr/CflA subfamily","SPO_RS10505",0.340563253012048
"SPO2072",0.476,"SPO2072","TPR domain protein","SPO_RS10510",1
"SPO2073",0,"SPO2073","hypothetical protein","SPO_RS10515",0
"SPO2074",1.006,"mfd","transcription-repair coupling factor","SPO_RS10520",1
"SPO2075",0.9902,"SPO2075","hypothetical protein","SPO_RS10525",1
"SPO2077",0.2198,"SPO2077","twin-arginine translocation pathway signal sequence domain protein, putative","SPO_RS10535",1
"SPO2078",NA,"SPO2078","penicillin amidase family protein","SPO_RS10540",NA
"SPO2079",0.2582,"SPO2079","Na(+)/H(+) antiporter-like protein","SPO_RS10545",1
"SPO2080",0.9976,"hflX","GTP-binding protein HflX","SPO_RS10550",1
"SPO2081",0,"hfq","RNA-binding protein Hfq","SPO_RS10555",0
"SPO2082",0.853,"trkH-2","Trk system potassium uptake protein TrkH","SPO_RS10560",1
"SPO2084",0.9552,"SPO2084","hypothetical protein","SPO_RS10570",1
"SPO2086",0,"ntrY","nitrogen regulation protein ntrY","SPO_RS10580",0
"SPO2087",0.2594,"ntrC","nitrogen regulation protein NtrC","SPO_RS10585",1
"SPO2088",0.6672,"ntrB","nitrogen regulation protein NtrB","SPO_RS10590",1
"SPO2089",0.3418,"nifR3","tRNA-dihydrouridine synthase B","SPO_RS10595",1
"SPO2091",0.5042,"SPO2091","phosphatidylglycerophosphatase, putative","SPO_RS10605",1
"SPO2092",1,"SPO2092","competence/damage-inducible protein CinA domain protein","SPO_RS10610",1
"SPO2093",1.0166,"amt-1","ammonium transporter","SPO_RS10615",1
"SPO2094",0.423,"SPO2094","actC domain protein","SPO_RS10620",1
"SPO2095",0.369,"SPO2095","MmgE/PrpD family protein","SPO_RS10625",1
"SPO2096",NA,"SPO2096","aromatic-rich family protein","SPO_RS10630",NA
"SPO2097",0.2046,"hpt","hypoxanthine phosphoribosyltransferase","SPO_RS10635",1
"SPO2098",0.2972,"SPO2098","transcriptional regulator, LysR family","SPO_RS10640",1
"SPO2099",0,"cycF","cytochrome c-554","SPO_RS10645",0
"SPO2100",0.4398,"cycG","diheme cytochrome c-type","SPO_RS10650",1
"SPO2101",0.2558,"SPO2101","amidohydrolase family protein","SPO_RS10655",1
"SPO2103",1.0062,"SPO2103","antioxidant, AhpC/Tsa family","SPO_RS10665",1
"SPO2104",0.5326,"SPO2104","hypothetical protein","SPO_RS10670",1
"SPO2105",0.602,"SPO2105","transcriptional regulator, LysR family","SPO_RS10675",1
"SPO2106",1.0064,"SPO2106","hypothetical protein","SPO_RS10680",1
"SPO2107",0.2206,"SPO2107","hypothetical protein","SPO_RS10685",1
"SPO2108",1.572,"SPO2108","trimethylamine methyltransferase family protein","SPO_RS10690",1
"SPO2110",0.8678,"SPO2110","hypothetical protein","SPO_RS10700",1
"SPO2111",0.6122,"SPO2111","outer membrane transporter, OMPP1/FadL/TodX family","SPO_RS10705",1
"SPO2112",0.6878,"SPO2112","transmembrane drug/metabolite transporter family protein","SPO_RS10710",1
"SPO2116",0.7346,"SPO2116","DedA family protein","SPO_RS10730",1
"SPO2117",0.4584,"SPO2117","disulfide bond formation protein, DsbB family","SPO_RS10735",1
"SPO2118",0,"SPO2118","transcriptional regulator, AsnC family","SPO_RS10740",0
"SPO2119",0.6558,"rocF","arginase","SPO_RS10745",1
"SPO2120",1.0006,"SPO2120","amidinotransferase family protein","SPO_RS10750",1
"SPO2121",0.4218,"arcB","ornithine cyclodeaminase","SPO_RS10755",1
"SPO2122",0.486,"phnA","alkylphosphonate utilization operon protein PhnA","SPO_RS10760",1
"SPO2123",1.0104,"SPO2123","HNH endonuclease family protein","SPO_RS10765",1
"SPO2124",1.0098,"SPO2124","RNA pseudouridylate synthase","SPO_RS10770",1
"SPO2125",0.6848,"SPO2125","acetyltransferase, GNAT family","SPO_RS10775",1
"SPO2127",0.3022,"SPO2127","DNA-3-methyladenine glycosylase II, putative","SPO_RS10785",1
"SPO2128",0.8416,"SPO2128","transporter, putative","SPO_RS10790",1
"SPO2129",0.9672,"SPO2129","hypothetical protein","SPO_RS10795",1
"SPO2130",1.0048,"SPO2130","2-isopropylmalate synthase/homocitrate synthase family protein","SPO_RS10800",1
"SPO2132",1.0146,"aspC-3","aspartate aminotransferase","SPO_RS10810",1
"SPO2133",0,"SPO2133","outer membrane protein, putative","SPO_RS10815",0
"SPO2134",0.9802,"SPO2134","trimethylamine methyltransferase family protein","SPO_RS10820",1
"SPO2135",0.8248,"SPO2135","hypothetical protein","SPO_RS10825",1
"SPO2136",0.2638,"nrdJ","ribonucleoside-diphosphate reductase, adenosylcobalamin-dependent","SPO_RS10830",1
"SPO2137",0.232,"SPO2137","lipoprotein, putative","",1
"SPO2139",0.3858,"SPO2139","hypothetical protein","SPO_RS10845",1
"SPO2140",0.1194,"SPO2140","cold shock DNA-binding domain protein","SPO_RS10850",0.840348571428571
"SPO2142",0.2792,"fabI-2","enoyl-(acyl-carrier-protein) reductase","SPO_RS10860",1
"SPO2143",0.592,"gpt","xanthine-guanine phosphoribosyltransferase","SPO_RS10865",1
"SPO2144",0,"SPO2144","aminotransferase, classes I and II","SPO_RS10870",0
"SPO2145",0.1738,"SPO2145","hypothetical protein","SPO_RS10875",0.952805637982196
"SPO2146",0.266,"trpE","anthranilate synthase component I","SPO_RS10880",1
"SPO2147",0.701,"SPO2147","hypothetical protein","SPO_RS22205",1
"SPO2148",0.1418,"SPO2148","hypothetical protein","SPO_RS10890",0.874424960505529
"SPO2149",2,"trpG","anthranilate synthase component II","SPO_RS10895",1
"SPO2150",0,"trpD","anthranilate phosphoribosyltransferase","SPO_RS10900",0
"SPO2151",0,"trpC","indole-3-glycerol phosphate synthase","SPO_RS10905",0
"SPO2152",0.4918,"moaC","molybdenum cofactor biosynthesis protein C","SPO_RS10910",1
"SPO2153",0.1388,"moaA","molybdenum cofactor biosynthesis protein A","SPO_RS10915",0.874424960505529
"SPO2155",0.6584,"SPO2155","competence protein","SPO_RS10925",1
"SPO2156",NA,"gltX-2","glutamyl-tRNA synthetase","SPO_RS10930",NA
"SPO2157",0.5766,"gltA","citrate synthase I","SPO_RS10935",1
"SPO2158",1.0832,"SPO2158","hypothetical protein","SPO_RS22210",1
"SPO2159",0.9802,"SPO2159","radical SAM domain protein","SPO_RS10945",1
"SPO2160",2,"SPO2160","B12 cap/binding component of split MetH","SPO_RS10950",1
"SPO2161",0,"SPO2161","hypothetical protein","SPO_RS10955",0
"SPO2162",NA,"SPO2162","B12 reduction/reactivation protein","SPO_RS10960",NA
"SPO2163",0.7858,"SPO2163","hypothetical protein","SPO_RS10965",1
"SPO2164",0.1438,"SPO2164","hypothetical protein","SPO_RS10970",0.874424960505529
"SPO2166",1.0002,"SPO2166","lipoprotein, putative","SPO_RS10980",1
"SPO2167",0.2834,"rnd","ribonuclease D","SPO_RS10985",1
"SPO2168",0,"purN","phosphoribosylglycinamide formyltransferase","SPO_RS10990",0
"SPO2169",0.3988,"purM","phosphoribosylformylglycinamidine cyclo-ligase","SPO_RS10995",1
"SPO2170",0.7748,"SPO2170","metallo-beta-lactamase family protein","SPO_RS11000",1
"SPO2171",0.3154,"SPO2171","transcriptional regulator, LysR family","SPO_RS11005",1
"SPO2173",0.7184,"SPO2173","sensor histidine kinase","SPO_RS11015",1
"SPO2174",0.6776,"SPO2174","metallo-beta-lactamase family protein","SPO_RS11020",1
"SPO2176",0.1164,"SPO2176","hypothetical protein","SPO_RS11030",0.839901923076923
"SPO2177",0.7118,"acuC","acetoin utilization protein AcuC","SPO_RS11035",1
"SPO2178",0.5124,"SPO2178","cardiolipin synthase","SPO_RS11040",1
"SPO2180",0.9992,"SPO2180","hypothetical protein","SPO_RS11050",1
"SPO2182",0.3558,"SPO2182","permease, putative","SPO_RS11060",1
"SPO2183",0.6492,"SPO2183","hypothetical protein","SPO_RS11065",1
"SPO2184",0.6586,"SPO2184","hypothetical protein","SPO_RS22215",1
"SPO2185",0.497,"uspA","universal stress protein","SPO_RS11075",1
"SPO2186",0.9996,"SPO2186","TRAP transporter, 4TM/12TM fusion protein","SPO_RS11080",1
"SPO2187",0.9932,"SPO2187","TRAP transporter solute receptor, TAXI family","SPO_RS11085",1
"SPO2188",0.6844,"SPO2188","acetyltransferase, GNAT family","SPO_RS11090",1
"SPO2189",0,"SPO2189","transcriptional regulator, AsnC family","SPO_RS11095",0
"SPO2190",NA,"hutC","histidine utilization repressor","SPO_RS11100",NA
"SPO2191",0.4254,"hutI","imidazolonepropionase","SPO_RS11105",1
"SPO2192",1.0708,"hutH","histidine ammonia-lyase","SPO_RS11110",1
"SPO2192a",0.6304,"hutG","N-formylglutamate amidohydrolase","SPO_RS11115",1
"SPO2193",0.029,"hutU","urocanate hydratase","SPO_RS11120",0.340563253012048
"SPO2194",0.578,"hutF","formiminoglutamate deiminase","SPO_RS11125",1
"SPO2195",0.571,"SPO2195","amidohydrolase family protein","SPO_RS11130",1
"SPO2196",0.9988,"SPO2196","diaminopropionate ammonia-lyase","SPO_RS11135",1
"SPO2197",0,"SPO2197","hypothetical protein","SPO_RS11140",0
"SPO2198",0.664,"gap-3","glyceraldehyde-3-phosphate dehydrogenase, type I","SPO_RS11145",1
"SPO2201",0.4816,"SPO2201","CBS domain protein","SPO_RS11160",1
"SPO2202",0.895,"SPO2202","transcriptional regulator, LysR family","SPO_RS11165",1
"SPO2203",0.0294,"mmsA","methylmalonate-semialdehyde dehydrogenase","SPO_RS11170",0.340563253012048
"SPO2204",0.6624,"SPO2204","hypothetical protein","",1
"SPO2205",0.2214,"SPO2205","ErfK/YbiS/YcfS/YnhG family protein","SPO_RS11180",1
"SPO2206",0.2856,"SPO2206","hypothetical protein","SPO_RS11185",1
"SPO2207",0.885,"SPO2207","hypothetical protein","SPO_RS11190",1
"SPO2208",0.6336,"SPO2208","hypothetical protein","SPO_RS11195",1
"SPO2209",1.0132,"SPO2209","glutamate--cysteine ligase family protein","SPO_RS11200",1
"SPO2210",0.1446,"SPO2210","BNR/Asp-box repeat domain protein","SPO_RS11205",0.874424960505529
"SPO2211",0.9992,"SPO2211","acyl-CoA dehydrogenase","SPO_RS11210",1
"SPO2212",0.4812,"SPO2212","enoyl-CoA hydratase/isomerase family protein","SPO_RS11215",1
"SPO2213",0.031,"mmsB-1","3-hydroxyisobutyrate dehydrogenase","SPO_RS11220",0.341925373134328
"SPO2213a",1.1804,"SPO2213a","hypothetical protein","SPO_RS11225",1
"SPO2214",0.7226,"betC-2","possible sulfatase for choline or related compound","SPO_RS11230",1
"SPO2215",0.6206,"SPO2215","glyoxalase family protein","SPO_RS11235",1
"SPO2216",1.4302,"SPO2216","DNA-binding protein, putative","SPO_RS11240",1
"SPO2218",0.8722,"uvrA","UvrABC system protein A","SPO_RS11250",1
"SPO2219",0.3474,"SPO2219","rhodanese-like domain protein","SPO_RS11255",1
"SPO2220",1.0092,"SPO2220","hypothetical protein","SPO_RS11260",1
"SPO2221",0.5328,"SPO2221","von Willebrand factor type A domain protein","",1
"SPO2222",0.4082,"SPO2222","pyruvate dehydrogenase complex, E3 component, lipoamide dehydrogenase, putative","SPO_RS11270",1
"SPO2223",0.1416,"SPO2223","hypothetical protein","SPO_RS11275",0.874424960505529
"SPO2224",0.9954,"SPO2224","hypothetical protein","SPO_RS11280",1
"SPO2225",0.5998,"SPO2225","hypothetical protein","SPO_RS11285",1
"SPO2226",0.877,"SPO2226","S-adenosylmethionine:tRNA ribosyltransferase-isomerase","SPO_RS11290",1
"SPO2227",0.287,"SPO2227","hypothetical protein","SPO_RS11295",1
"SPO2228",0.2736,"SPO2228","AhpC/TSA family protein","SPO_RS11300",1
"SPO2229",0.9444,"SPO2229","hypothetical protein","SPO_RS11305",1
"SPO2230",0.4308,"SPO2230","peptidase, M23/M37 family","SPO_RS11310",1
"SPO2231",0.5684,"SPO2231","hypothetical protein","SPO_RS11315",1
"SPO2232",0.9276,"SPO2232","hypothetical protein","SPO_RS11320",1
"SPO2233",0.2036,"SPO2233","peptidyl-prolyl cis-trans isomerase, cyclophilin-type","SPO_RS11325",1
"SPO2234",1.1176,"SPO2234","peptidyl-prolyl cis-trans isomerase, cyclophilin-type","SPO_RS11330",1
"SPO2235",0.3886,"pgk","phosphoglycerate kinase","SPO_RS11335",1
"SPO2237",0.9336,"SPO2237","hypothetical protein","SPO_RS11340",1
"SPO2238",1.1862,"SPO2238","transcriptional regulator, LysR family","SPO_RS11345",1
"SPO2240",0.2552,"pdhA","pyruvate dehydrogenase complex, E1 component, alpha subunit","SPO_RS11355",1
"SPO2241",0.4648,"pdhB","pyruvate dehydrogenase complex, E1 component, beta subunit","SPO_RS11360",1
"SPO2242",0.0308,"pdhC","pyruvate dehydrogenase complex, E2 component, dihydrolipoamide acetyltransferase","SPO_RS11365",0.340736526946108
"SPO2243",0.4684,"SPO2243","hypothetical protein","SPO_RS11370",1
"SPO2244",0.5078,"SPO2244","hypothetical protein","SPO_RS22530",1
"SPO2245",1.0648,"SPO2245","hypothetical protein","",1
"SPO2246",0.9952,"cysK","cysteine synthase A","SPO_RS11395",1
"SPO2248",0.114,"SPO2248","dnaK suppressor protein, putative","SPO_RS11405",0.839901923076923
"SPO2249",1,"SPO2249","hypothetical protein","SPO_RS11410",1
"SPO2250",0.4882,"orfg15","gene transfer agent","SPO_RS11415",1
"SPO2251",0,"orfg14","gene transfer agent","SPO_RS11420",0
"SPO2252",0.911,"orfg13","gene transfer agent","SPO_RS11425",1
"SPO2253",0.4092,"orfg12","gene transfer agent","SPO_RS11430",1
"SPO2255",0.9282,"SPO2255","hypothetical protein","SPO_RS11440",1
"SPO2257",0.6,"orfg9","gene transfer agent","SPO_RS11450",1
"SPO2260",NA,"orfg6","gene transfer agent","SPO_RS11465",NA
"SPO2261",0.607,"orfg5","gene transfer agent","SPO_RS11470",1
"SPO2262",NA,"orfg4","gene transfer agent","SPO_RS11475",NA
"SPO2264",0.9946,"orfg3","gene transfer agent","SPO_RS11485",1
"SPO2266",0.6566,"SPO2266","gene transfer agent","SPO_RS11490",1
"SPO2267",1.0034,"orfg2","gene transfer agent","",1
"SPO2268",0.3118,"orfg1","hypothetical protein","SPO_RS11500",1
"SPO2269",0.3794,"SPO2269","hypothetical protein","",1
"SPO2270",0.1462,"SPO2270","putative protein TIGR00247","SPO_RS11510",0.874424960505529
"SPO2272",0.4352,"hisA2","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase 2 (EC 5.3.1.16)","SPO_RS11520",1
"SPO2273",0.4536,"SPO2273","acetyltransferase, GNAT family","SPO_RS11525",1
"SPO2277",0.6806,"SPO2277","cytochrome, putative","SPO_RS11545",1
"SPO2278",1.0032,"SPO2278","hypothetical protein","SPO_RS11550",1
"SPO2279",0.9086,"SPO2279","hypothetical protein","SPO_RS11555",1
"SPO2280",0.8784,"SPO2280","hypothetical protein","",1
"SPO2283",1.0394,"rplI","ribosomal protein L9","SPO_RS11575",1
"SPO2284",0.839,"SPO2284","transglycosylase SLT domain protein","SPO_RS11580",1
"SPO2285",0.777,"SPO2285","DNA-binding protein, putative","SPO_RS11585",1
"SPO2286",0.5796,"luxR-2","autoinducer-binding transcriptional regulator LuxR","SPO_RS11590",1
"SPO2287",0.0278,"SPO2287","autoinducer synthesis protein","SPO_RS11595",0.340563253012048
"SPO2288",1.4326,"tig","trigger factor","SPO_RS11600",1
"SPO2289",0.9986,"SPO2289","hypothetical protein","SPO_RS11605",1
"SPO2290",1.0084,"SPO2290","hypothetical protein","SPO_RS11610",1
"SPO2292",0.2272,"SPO2292","hypothetical protein","",1
"SPO2293",0.9946,"SPO2293","YjeF family protein","SPO_RS11625",1
"SPO2296",0.6824,"SPO2296","hypothetical protein","SPO_RS11640",1
"SPO2297",0.9142,"SPO2297","hypothetical protein","SPO_RS11645",1
"SPO2298",0.4774,"SPO2298","hypothetical protein","SPO_RS11650",1
"SPO2299",0.7536,"dddP","DMSP lyase","SPO_RS11655",1
"SPO2301",0.1384,"SPO2301","osmC-like family protein","SPO_RS11665",0.874424960505529
"SPO2302",0.9984,"SPO2302","bioY family protein","SPO_RS11670",1
"SPO2303",0.8732,"SPO2303","hypothetical protein","SPO_RS11675",1
"SPO2304",0.875,"SPO2304","hypothetical protein","SPO_RS11680",1
"SPO2306",0.8498,"SPO2306","hypothetical protein","SPO_RS23105",1
"SPO2307",0.0252,"SPO2307","hypothetical protein","SPO_RS11690",0.340563253012048
"SPO2308",0.7862,"fliG","flagellar motor switch protein FliG","SPO_RS11695",1
"SPO2309",0.6858,"SPO2309","hypothetical protein","SPO_RS11700",1
"SPO2310",2,"SPO2310","lipid A biosynthesis lauroyl acyltransferase, putative","SPO_RS11705",1
"SPO2311",1.4372,"SPO2311","hypothetical protein","",1
"SPO2313",1.0778,"SPO2313","hypothetical protein","SPO_RS11720",1
"SPO2318",0.1296,"SPO2318","hypothetical protein","SPO_RS11750",0.874424960505529
"SPO2319",0.9838,"SPO2319","hypothetical protein","SPO_RS11755",1
"SPO2323",0.9958,"SPO2323","mechanosensitive ion channel family protein","SPO_RS11775",1
"SPO2324",0.8674,"SPO2324","hypothetical protein","SPO_RS11780",1
"SPO2326",0.4056,"SPO2326","hypothetical protein","SPO_RS11790",1
"SPO2327",0.366,"SPO2327","fatty acid desaturase","SPO_RS11795",1
"SPO2330",0.087,"SPO2330","hypothetical protein","SPO_RS11810",0.754219679633867
"SPO2331",0,"SPO2331","efflux transporter, RND family, MFP subunit","SPO_RS11815",0
"SPO2332",1.3402,"SPO2332","transporter, AcrB/AcrD/AcrF family","SPO_RS11820",1
"SPO2333",1.0048,"SPO2333","hypothetical protein","",1
"SPO2334",0.2904,"SPO2334","CAAX amino terminal protease family protein","SPO_RS11830",1
"SPO2335",0.427,"SPO2335","ABC transporter, ATP-binding/permease protein","SPO_RS11835",1
"SPO2336",1.0004,"SPO2336","lysM domain protein","SPO_RS22890",1
"SPO2337",0.0874,"SPO2337","decarboxylase family protein","SPO_RS11845",0.754219679633867
"SPO2338",0.5372,"rarD-1","RarD","SPO_RS11850",1
"SPO2339",0.3128,"SPO2339","enoyl-CoA hydratase/isomerase family protein","SPO_RS11855",1
"SPO2340",0,"sodB","superoxide dismutase, Fe","SPO_RS11860",0
"SPO2341",0.0322,"SPO2341","methyltransferase, FkbM family","SPO_RS11865",0.343869942196532
"SPO2341a",0.8496,"SPO2341a","hypothetical protein","SPO_RS11870",1
"SPO2342",0.9976,"SPO2342","hypothetical protein","SPO_RS11875",1
"SPO2343",1.0198,"SPO2343","hypothetical protein","SPO_RS11880",1
"SPO2344",0.1996,"SPO2344","sarcosine oxidase, gamma subunit family","SPO_RS11890",1
"SPO2345",0,"SPO2345","sarcosine oxidase, alpha subunit family","SPO_RS11895",0
"SPO2346",0.7592,"SPO2346","sarcosine oxidase, delta subunit family","SPO_RS11900",1
"SPO2347",0,"SPO2347","hypothetical protein","SPO_RS11910",0
"SPO2348",0.8518,"SPO2348","sarcosine oxidase, beta subunit family","SPO_RS11915",1
"SPO2349",0.8054,"cycH","cytochrome c-type biogenesis protein CycH","SPO_RS11920",1
"SPO2350",0.5214,"SPO2350","putative protein TIGR00250","SPO_RS11925",1
"SPO2351",0.436,"SPO2351","hypothetical protein","SPO_RS11930",1
"SPO2352",0.9568,"SPO2352","type I secretion target repeat protein","",1
"SPO2353",1.0042,"SPO2353","hypothetical protein","SPO_RS11940",1
"SPO2354",0.5284,"SPO2354","membrane protein","SPO_RS11945",1
"SPO2355",0.0276,"iseR","Isethionate dissimilation regulator","SPO_RS11950",0.340563253012048
"SPO2356",0.441,"iseM","Isethionate TRAP transporter","SPO_RS11955",1
"SPO2357",0.576,"iseL","Isethionate TRAP transporter","SPO_RS11960",1
"SPO2358",0.9028,"iseK","Isethionate TRAP transporter","SPO_RS11965",1
"SPO2359",0.052,"iseJ","Isethionate dehydrogenase","SPO_RS11970",0.538207282913165
"SPO2361",0.0252,"SPO2361","sensor histidine kinase/response regulator","SPO_RS11980",0.340563253012048
"SPO2363",0.9344,"serB-1","phosphoserine phosphatase","SPO_RS11990",1
"SPO2364",0.3392,"SPO2364","amino acid ABC transporter, periplasmic amino acid-binding protein","SPO_RS11995",1
"SPO2365",0.5324,"SPO2365","amino acid ABC transporter, permease protein","SPO_RS12000",1
"SPO2366",0.4988,"SPO2366","amino acid ABC transporter, permease protein","SPO_RS12005",1
"SPO2367",0.9976,"SPO2367","amino acid ABC transporter, ATP-binding protein","SPO_RS12010",1
"SPO2368",0.2936,"SPO2368","Na/Pi-cotransporter family protein","SPO_RS12015",1
"SPO2369",0.4694,"SPO2369","DNA-binding response regulator, LuxR family","SPO_RS12020",1
"SPO2370",0.9852,"SPO2370","sodium:alanine symporter family protein","SPO_RS12025",1
"SPO2371",0.0268,"SPO2371","universal stress protein family protein","SPO_RS12030",0.340563253012048
"SPO2372",0.9972,"SPO2372","transcriptional regulator, AsnC family","SPO_RS12035",1
"SPO2373",0.5606,"SPO2373","hypothetical protein","SPO_RS12040",1
"SPO2374",0.2306,"SPO2374","tRNA-dihydrouridine synthase A","SPO_RS12045",1
"SPO2377",1.0322,"SPO2377","ferredoxin","SPO_RS12060",1
"SPO2378",1.1636,"SPO2378","selenium-binding protein, putative","SPO_RS12065",1
"SPO2380",0.8444,"SPO2380","acyl-CoA dehydrogenase","SPO_RS12075",1
"SPO2381",0.318,"SPO2381","transcriptional regulator, LysR family","SPO_RS12080",1
"SPO2382",0.9948,"SPO2382","tricarboxylate transporter family protein","SPO_RS12085",1
"SPO2383",0.9934,"SPO2383","hypothetical protein","SPO_RS22545",1
"SPO2384",0.3674,"SPO2384","tricarboxylate transporter family protein","SPO_RS12095",1
"SPO2385",0.9224,"SPO2385","benzaldehyde lyase, putative","SPO_RS12100",1
"SPO2386",0.8084,"SPO2386","hypothetical protein","SPO_RS12105",1
"SPO2387",0.272,"SPO2387","oxidoreductase, FAD-binding protein","SPO_RS12110",1
"SPO2388",0.7252,"SPO2388","translocator protein, LysE family","SPO_RS12115",1
"SPO2389",0.9962,"SPO2389","oxidoreductase, molybdopterin-binding protein","SPO_RS12120",1
"SPO2390",0.4026,"SPO2390","site-specific recombinase, phage integrase family","",1
"SPO2392",0.496,"SPO2392","hypothetical protein","",1
"SPO2393",0.99,"SPO2393","carbon monoxide dehydrogenase G protein, putative","SPO_RS12150",1
"SPO2394",0.3878,"coxF","carbon monoxide dehydrogenase F protein","SPO_RS12155",1
"SPO2395",0.4224,"coxE","carbon monoxide dehydrogenase E protein","SPO_RS12160",1
"SPO2396",0.283,"coxD","carbon monoxide dehydrogenase D protein","SPO_RS12165",1
"SPO2397",0.5592,"coxL-2","carbon monoxide dehydrogenase, large subunit","SPO_RS12170",1
"SPO2398",1.017,"coxS-2","carbon monoxide dehydrogenase, small subunit","SPO_RS12175",1
"SPO2399",0.8684,"coxM","carbon monoxide dehydrogenase, medium subunit","SPO_RS12180",1
"SPO2400",0.8608,"coxC","carbon monoxide dehydrogenase operon C protein","SPO_RS12185",1
"SPO2401",0.3446,"SPO2401","type I secretion target repeat protein","",1
"SPO2403",0.6776,"SPO2403","hypothetical protein","",1
"SPO2405",0.8298,"SPO2405","site-specific recombinase, phage integrase family","",1
"SPO2406",0.1138,"SPO2406","ISSpo6, transposase orf A","",0.839901923076923
"SPO2407",0.6404,"SPO2407","ISSpo6, transposase orfB","",1
"SPO2408",0.7472,"SPO2408","hypothetical protein","SPO_RS12235",1
"SPO2409",1.0038,"SPO2409","oxidoreductase, short chain dehydrogenase/reductase family","SPO_RS12240",1
"SPO2410",0.885,"SPO2410","dihydroxy-acid dehydratase, putative","SPO_RS12245",1
"SPO2411",0.3086,"SPO2411","hypothetical protein","SPO_RS12250",1
"SPO2412",0,"SPO2412","aldolase, putative","SPO_RS12255",0
"SPO2413",0.7094,"SPO2413","oxidoreductase, short chain dehydrogenase/reductase family","SPO_RS12260",1
"SPO2414",0.975,"SPO2414","mandelate racemase/muconate lactonizing enzyme family protein","SPO_RS12265",1
"SPO2416",0.4298,"SPO2416","3-hydroxyisobutyrate dehydrogenase family protein","SPO_RS12275",1
"SPO2418",0.228,"SPO2418","transporter, LysE family","SPO_RS12285",1
"SPO2419",1.0086,"SPO2419","hypothetical protein","SPO_RS12290",1
"SPO2420",0.9948,"kdgK","2-dehydro-3-deoxygluconokinase","SPO_RS12295",1
"SPO2422",0.0862,"SPO2422","D-isomer specific 2-hydroxyacid dehydrogenase family protein","SPO_RS12305",0.754219679633867
"SPO2423",0.793,"SPO2423","hypothetical protein","SPO_RS12310",1
"SPO2424",0.4836,"idnD","L-idonate 5-dehydrogenase","SPO_RS12315",1
"SPO2425",0.341,"SPO2425","shikimate 5-dehydrogenase/quinate 5-dehydrogenase family protein","SPO_RS12320",1
"SPO2426",0.8744,"SPO2426","hypothetical protein","SPO_RS12325",1
"SPO2428",0.856,"SPO2428","6-phosphogluconate dehydrogenase domain protein","SPO_RS12335",1
